id,concept_id,concept,speaker_name,citation,noun_class,concept_speaker_name
758,672,monkey,NVI,fə́tsɪ̂n / átsɪ̂n~ə́mtsɪ̂n,19 / 6a,monkey_NVI
759,673,elephant,NVI,dzə̀ / kə́dzə́lə̄ ,5 / 7a,elephant_NVI
760,673,elephant,KMN,ø / ø,øø,elephant_KMN
761,133,gizzard (fowl),KMN,ø / ø,øø,gizzard (fowl)_KMN
762,133,gizzard (fowl),NVI,ø / ø,øø,gizzard (fowl)_NVI
763,747,egg,NVI,ʒí / kə́ʒílə́~áʒílə́~áʒí,5 / 6.,egg_NVI
764,747,egg,KMN,ʒí / áʒí,5 / 6.,egg_KMN
765,748,feather,NVI,kə̄vúlə́ / ə̀bə̀vúlə́,7 / 8.,feather_NVI
766,748,feather,KMN,gé~gɛ́ / ágé~ágɛ́,5 / 6.,feather_KMN
767,271,mbanga soup,KMN,ŋgyínmbí / ø ,12 / ø,mbanga soup_KMN
768,271,mbanga soup,NVI,ŋgyɛ́mbí / àŋgyɛ́mbí~ə̀mŋgyɛ́mbí,12 / 6a,mbanga soup_NVI
769,694,mbanga soup fish,KMN,ø / ø,øø,mbanga soup fish_KMN
770,694,mbanga soup fish,NVI,ø / ø,øø,mbanga soup fish_NVI
771,699,crab,NVI,fə̀ŋkyǎː / ə̀mkyǎː,19 / 6a,crab_NVI
772,699,crab,KMN,fə̀ŋkyǎː / m̀kyǎː,19 / 6a,crab_KMN
773,700,crab (cast lots),NVI,ŋkyáfə́byə̂ŋ / ə̀mkyámbyə̂ŋ ,19 / 6a,crab (cast lots)_NVI
774,700,crab (cast lots),KMN,ŋkyàːmə̀ / àŋkyàːmə̀,1 / 2.,crab (cast lots)_KMN
775,720,male lizard (red head),KMN,fə́wáŋgāŋ / m̀mwáŋgāŋ,19 / 6a,male lizard (red head)_KMN
776,720,male lizard (red head),NVI,wáŋgāŋ / àwáŋgāŋ,1 / 2.,male lizard (red head)_NVI
777,727,chameleon,NVI,ø / ø,øø,chameleon_NVI
778,727,chameleon,KMN,ø / ø,øø,chameleon_KMN
779,1538,k.o lizard (smooth),KMN,ø / ø,øo,k.o lizard (smooth)_KMN
780,1538,k.o lizard (smooth),NVI,fə̀ndzʊ̀ŋə́ / m̀ndzʊ̀ŋə́,19 / 6a,k.o lizard (smooth)_NVI
781,728,gecko,KMN,wáŋgáŋfə́ábáːlə̀ / m̀wáŋgáŋmə́ábáːlə̀,19 / 6a,gecko_KMN
782,728,gecko,NVI,fə̀ndzʊ̀ŋə́ / ə̀mndzʊ̀ŋə́,19 / 6a,gecko_NVI
783,899,rainbow,KMN,kə̀ŋgyáŋ / bə̀ŋgyáŋ,7 / 8.,rainbow_KMN
784,899,rainbow,NVI,ø / ø,øø,rainbow_NVI
785,787,spider,KMN,ø / ø,øø,spider_KMN
786,787,spider,NVI,ø / ø,øø,spider_NVI
787,788,scorpion,KMN,ø / ø,øø,scorpion_KMN
788,788,scorpion,NVI,ŋkâmsə́ / àŋkâmsə́,1 / 2.,scorpion_NVI
789,732,frog (edible),NVI,wɪ́kɥɛ̀~fə̀wɪ́kɥœ̂/àwɪ́kɥɛ̀~m̀wɪ́kɥœ̂,19 / 6a,frog (edible)_NVI
790,732,frog (edible),KMN,fə̀wíkɥɛ̂ / m̀wíkɥɛ̂,19 / 6a,frog (edible)_KMN
791,730,frog (smooth back),NVI,ŋgyə̀ŋwɪ́kɥɛ̂ / àŋgyə̀ŋwɪ́kɥɛ̂,19 / 3a,frog (smooth back)_NVI
792,730,frog (smooth back),KMN,ø / ø,øø,frog (smooth back)_KMN
793,778,lice,KMN,ø / ø,øø,lice_KMN
794,778,lice,NVI,ntʊ́mbʊ̂ʔmə́ákʊ́ / ə̀mə̀ntʊ́mbʊ̂ʔakʊ́,12 / 6a,lice_NVI
795,779,grasshopper,KMN,vǜnə́ / kə̀vǘnə́,5 / 7a,grasshopper_KMN
796,779,grasshopper,NVI,kə̀mgbò / bə̀mgbò,7 / 8.,grasshopper_NVI
797,780,grasshopper (mongwin),KMN,kə̀mgbò / bə̀mgbò,7 / 8.,grasshopper (mongwin)_KMN
798,780,grasshopper (mongwin),NVI,ø / ø,øø,grasshopper (mongwin)_NVI
799,783,cricket,NVI,dzàŋ / kə́dzáŋlə̄~àdzàŋ,5 / 6.,cricket_NVI
800,783,cricket,KMN,dzàŋ / kə́dzâːŋlə̀,5 / 7a,cricket_KMN
801,814,caterpillar,NVI,ŋgɔ̀ŋŋgɔ̀ŋ / àŋgɔ̀ŋŋgɔ̀ŋ,1 / 2.,caterpillar_NVI
802,814,caterpillar,KMN,fə̀ŋgɔ̀ŋŋgɔ̀ŋ / m̀ŋgɔ̀ŋŋgɔ̀ŋ,19 / 6a,caterpillar_KMN
803,722,earthworm,NVI,kə̀ɲâŋ / kə̀ɲâŋ ,7 / 8.,earthworm_NVI
804,722,earthworm,KMN,kə̀ɲyâŋ / bə̀ɲyâŋ,7 / 8.,earthworm_KMN
805,201,leaf,KMN,záɲ / kə̀záɲlə́~àzáɲ,5 / 6.,leaf_KMN
806,201,leaf,NVI,záɲ / àzáɲ,5 / 6.,leaf_NVI
807,218,fruit,NVI,kə́fɥʊ̈́ / bə́fɥʊ̈́,7 / 8.,fruit_NVI
808,218,fruit,KMN,ø / ø,øø,fruit_KMN
809,202,stem,KMN,ø / ø,øø,stem_KMN
810,202,stem,NVI,ø / ø,øø,stem_NVI
811,320,banana,KMN,kə̀tsú / bə̀tsú ,7 / 8.,banana_KMN
812,320,banana,NVI,kə̀tsú / bə̀tsú ,7 / 8.,banana_NVI
813,314,plantain,KMN,ŋgwám / áŋgwám ,1 / 2.,plantain_KMN
814,314,plantain,NVI,ŋgwám / àŋgwám ,1 / 2.,plantain_NVI
815,219,orange,KMN,fə̀máláʔ / m̀máláʔ,19 / 6a,orange_KMN
816,219,orange,NVI,fə̀mâlâʔ / m̀mâlâʔ,19 / 6a,orange_NVI
817,220,pear,KMN,byâ / àbyâ,1 / 2.,pear_KMN
818,220,pear,NVI,ʃɛ́nkə́tə̄~pɛ̂ː / àʃɛ̀nákə́tə̄~àpɛ̂,1 / 2.,pear_NVI
819,221,pawpaw,KMN,kə̀bùːbû / bə̀bùːbû,7 / 8.,pawpaw_KMN
820,221,pawpaw,NVI,kə̀bʊ̀bʊ̂ / bə̀bùbû~àbʊ̀bʊ̂~ə̀bùbû,7 / 8.,pawpaw_NVI
821,222,pineapple,KMN,kə̀nànâ / bə̀nánâ ,7 / 8.,pineapple_KMN
822,222,pineapple,NVI,kə̀nánâ / bə̀nánâ ,7 / 8.,pineapple_NVI
823,306,seed,KMN,ʃɛ́n / áʃɛ́n,5 / 6.,seed_KMN
824,306,seed,NVI,áʃɛ́n / ə́bə́ʃɛ́n ,5 / 6.,seed_NVI
825,307,seedling (planting seeds),KMN,ø / ø,øø,seedling (planting seeds)_KMN
826,307,seedling (planting seeds),NVI,áʃɛ́náɲí / bə́ʃɛ́náɲí,5 / 6.,seedling (planting seeds)_NVI
827,723,ascaris (stomach worm),KMN,kə̀ɲyâŋ / bə̀ɲyâŋ,7 / 8.,ascaris (stomach worm)_KMN
828,723,ascaris (stomach worm),NVI,bə̀ɲâŋ / ə̀bə̀ɲâŋ ,8a / 8,ascaris (stomach worm)_NVI
829,325,yam,KMN,kə́vû / bə́vû,7 / 8.,yam_KMN
830,325,yam,NVI,bə́vû / ə̀bə̀vû ,8 / 6a,yam_NVI
831,323,potato,KMN,fə̀ndə̀ʔtʃí / m̀ndə̀ʔtʃí ,19 / 6a,potato_KMN
832,323,potato,NVI,fə̀ndə̀ʔtʃí / ə́mndə̀ʔtʃí,19 / 6a,potato_NVI
833,223,groundnut,KMN,fə̀ntʃɔ̌ːŋmbī / m̀ntʃɔ̌ːŋmbī,19 / 6a,groundnut_KMN
834,223,groundnut,NVI,ntʃɔ̌ŋmbī / ə́mntʃɔ̌ŋmbī,12 / 6a,groundnut_NVI
835,224,cola,NVI,bɪ᷇ː / kə́bɪ̂ːlə̀~ə́bɪ᷇ː,5 / 6.,cola_NVI
836,224,cola,KMN,bɪ᷇ː / kə́be᷇ːlə́,5 / 7a,cola_KMN
837,324,sugar cane,NVI,kə́dʒídʒyə̀ / bə̀dʒídʒyə̀,7 / 8.,sugar cane_NVI
838,324,sugar cane,KMN,kə̀dʒídʒə̀~kə̀dʒídʒyə̀ / bə̀dʒídʒə̀~bə̀dʒídʒyə̀,7 / 8.,sugar cane_KMN
839,846,hill,KMN,gbʊ́ / kə́gbʊ᷇ːlə́~gbó/kə̀gbóːlə́,3 / 7a,hill_KMN
840,846,hill,NVI,gbʊ́ː~gbó / kə̀gbʊ́ːlə́~kə̀gbólə́,3 / 7a,hill_NVI
841,847,hole,KMN,dzɨ́ / kə̀dzɨ́lə́,3 / 7a,hole_KMN
842,847,hole,NVI,dzɨ́ / kə̀dzɨ́lə́,3 / 7a,hole_NVI
843,848,rock,KMN,ʃɛ́n / áʃɛ́n,5 / 6.,rock_KMN
844,848,rock,NVI,ŋkʊ́m~ʃɛ́n / àŋkʊ́m~àʃɛ́n,5 / 6.,rock_NVI
845,849,stone,KMN,kyə́ / ákyə́,5 / 6.,stone_KMN
846,849,stone,NVI,kyə́ / kə́kyə́lə̄ ~ákyə̄,5 / 7a,stone_NVI
847,851,lake,KMN,ŋgɥü̂ / àŋgɥü̂,1 / 2.,lake_KMN
848,851,lake,NVI,ŋgɥǘ / àŋgɥǘ,1 / 2.,lake_NVI
849,852,mountain,KMN,gbʊ́ / kə̀gbʊ́ːlə́,3 / 7a,mountain_KMN
850,852,mountain,NVI,gbó / kə̀gbóːlə́,3 / 7a,mountain_NVI
851,668,sheep,NVI,ndʒì / àndʒì,1 / 2.,sheep_NVI
852,668,sheep,KMN,ndʒì / àndʒì,1 / 2.,sheep_KMN
853,371,box rattle (zinc),NVI,mbáɲkə́tʃâʔ / ə́bə́bwɪ́nbə́tʃâʔ,7 / 8.,box rattle (zinc)_NVI
854,371,box rattle (zinc),KMN,tʃáːtʃáʔ / kə́tʃáːtʃáʔ,5 / 7a,box rattle (zinc)_KMN
855,853,dust,NVI,kə́dʒwámə̀ / ə̀bə́dʒwámə̀,7 / 8.,dust_NVI
856,853,dust,KMN,dʒwòmə̀ / kə́dʒwâːmə̀,7 / 7a,dust_KMN
857,854,hailstone,KMN,bwó / ábwó~ bwə́ / àbwə́ ,5 / 6.,hailstone_KMN
858,854,hailstone,NVI,ábwə́~bwó / kə́bwə́lə́~ábwó,5 / 6.,hailstone_NVI
859,377,iron,KMN,ø / ø,øø,iron_KMN
860,377,iron,NVI,ø / ø,øø,iron_NVI
861,378,zinc,NVI,kə̀káːsə́ / bə̀kásə́,7 / 8.,zinc_NVI
862,378,zinc,KMN,kə̀káːsə́ / bə̀káːsə́,7 / 8.,zinc_KMN
863,414,bamboo rattle,NVI,ø / ø,øø,bamboo rattle_NVI
864,414,bamboo rattle,KMN,tʃáʔtʃáʔ / kə̀tʃátʃáʔ,3 / 7a,bamboo rattle_KMN
865,855,valley,KMN,báːlə́ / kə́báːlə́,1 / 2.,valley_KMN
866,855,valley,NVI,ŋkʊ́m~ŋgɥü̂ / àŋkʊ́m~àŋgɥǘ,1 / 2.,valley_NVI
867,856,cliff,NVI,ŋkʊ́m~ŋgɥü̂ / àŋkʊ́m~àŋgɥǘ,1 / 2.,cliff_NVI
868,856,cliff,KMN,ŋkwúm / àŋkwúm,1 / 2.,cliff_KMN
869,415,bridge,NVI,bə̀gyə̂ / ə́bə́gyə̂,8a / 8,bridge_NVI
870,415,bridge,KMN,bə́gyə̂ː / bə́gyə̂ːlə̀,8a / 8,bridge_KMN
871,857,smoke,KMN,fə̀ɲə́m / m̀ɲə́m,19 / 6a,smoke_KMN
872,857,smoke,NVI,fə̀ɲə́m / ə́mɲə́m,19 / 6a,smoke_NVI
873,858,soot,KMN,ø / ø,øø,soot_KMN
874,858,soot,NVI,kə̀ndʒín / ə́bə̀ndʒi᷇ːn ,7 / 8.,soot_NVI
875,828,heaven,KMN,kə́bɥǒ / bə́bɥǒ,7 / 8.,heaven_KMN
876,828,heaven,NVI,kə́bɥó~kə́bɥœ́ / bə́bɥó~bə́bɥœ́,7 / 8.,heaven_NVI
877,829,sky,NVI,fə̀mgbɪ̀ɲkpɔ́ʔ / (ə́) mgbɪ̀ɲkpɔ́ʔ,19 / 6a,sky_NVI
878,829,sky,KMN,kə̀bɥǒ / bə̀bɥǒ,7 / 8.,sky_KMN
879,534,planting basket,KMN,fə́tʃâʔ / ḿtʃâʔ,19 / 6a,planting basket_KMN
880,534,planting basket,NVI,fə́sɔ́ː / ə́msɔ́ːfə́~ə́sɔ́~kə̀sə̀lə̀,5 / 7a,planting basket_NVI
881,215,thatch grass,KMN,vwònə́ / kə̀vwóːnə́,5 / 7a,thatch grass_KMN
882,215,thatch grass,NVI,vwə̀nə́ / kə́vwə́nə́,5 / 7a,thatch grass_NVI
883,859,ground (soil),NVI,ḿtáɲ / ə̀mtáɲ,12 / 6a,ground (soil)_NVI
884,859,ground (soil),KMN,fə̀táɲ / m̀táɲ,19 / 6a,ground (soil)_KMN
885,862,land,KMN,báːlə́ / kə́báːlə́,5 / 7a,land_KMN
886,862,land,NVI,báːlə́ / bə́báːlə́ ~,1 / 2.,land_NVI
887,863,sun,KMN,ŋwásə́ / kə́ŋwásə́,3 / 7a,sun_KMN
888,863,sun,NVI,ŋgwáːsə́ / ə̀ŋwáːsə́~ə̀kə̄ŋwàsə̀,3 / 7a,sun_NVI
889,864,moon,KMN,yúə́~yʊ́~yʊ́ó / kə́yúlə́,3 / 7a,moon_KMN
890,864,moon,NVI,yʊ́ / kə́yúlə́~,3 / 7a,moon_NVI
891,865,star,KMN,fə̀mgbɪ̀ɲkpóʔ/ m̀mgbɪ̀ɲkpóʔ,19 / 6a,star_KMN
892,865,star,NVI,mgbɪ̀ɲkpɔ́ʔ / ə́mgbɪ̀ɲkpɔ́ʔ~,19 / 6a,star_NVI
893,888,ridge (farm),KMN,fə́ːmə́ / kə̀fə́ːmə́,5 / 7a,ridge (farm)_KMN
894,888,ridge (farm),NVI,fə́mə́ / kə̀fə́mə́,5 / 7a,ridge (farm)_NVI
895,925,bundle (n),NVI,bwʊ́ʔ / kə̀bʷʊ́ʔlə́ ~,5 / 7a,bundle (n)_NVI
896,925,bundle (n),KMN,bwú / kə̀bwúːlə́~bwúʔ / kə̀bwúʔlə́,5 / 7a,bundle (n)_KMN
897,866,mist; fog,KMN,kə̀mbɔ̀ŋ / bə̀mbɔ̀ŋ,7 / 8.,mist; fog_KMN
898,866,mist; fog,NVI,kə̀mbɔ̀ŋ / (ə́)bə̀mbɔ̀ŋ,7 / 8.,mist; fog_NVI
899,867,wind,NVI,mvʊ̀lə́ / àmvʊ̀lə́,1 / 2.,wind_NVI
900,867,wind,KMN,mvùlə́ / àmvùlə́,1 / 2.,wind_KMN
901,869,storm (wind),KMN,vwâsə̀ / kə́vwâsə̀~mvùlə́/kə̀mvùlə́,3 / 7a,storm (wind)_KMN
902,869,storm (wind),NVI,kə́fwâlə̀ / ə́bə́fwálə̀,7 / 8.,storm (wind)_NVI
903,362,musical pipe,NVI,kə̀mbúː / ə̀bə̀mbúː ~,7 / 8.,musical pipe_NVI
904,362,musical pipe,KMN,kə́nsɛ́n / bə̀nsɛ́n~ kə́nsén / bə̀nsén,7 / 8.,musical pipe_KMN
905,870,rain,KMN,bwòː / kə̀bwólə́,5 / 7a,rain_KMN
906,870,rain,NVI,bwə̀~bùə̀ / ə́bwɛ̂~ə́bùə̀~ə̀kə̀búə́lə́,5 / 7a,rain_NVI
907,1550,time,KMN,ŋkə̀ / àŋkə̀,1 / 2.,time_KMN
908,1550,time,NVI,ŋkə̀ / àŋkə̀,1 / 2.,time_NVI
909,940,line (n),NVI,dʒínə̀ / (ə́)kə́dʒínə̀,3 / 7a,line (n)_NVI
910,940,line (n),KMN,ø / ø,øø,line (n)_KMN
911,941,odour (n),KMN,vù / kə́vúlə̀,5 / 7a,odour (n)_KMN
912,941,odour (n),NVI,vù~mvùlə́ / kə́vúlə̄~kə̀mvùlə́,3 / 7a,odour (n)_NVI
913,416,thongs,KMN,kə̀mfá / bə̀mfá,7 / 8.,thongs_KMN
914,416,thongs,NVI,kə̀mfáŋ / ə́bə̀mfáŋ,7 / 8.,thongs_NVI
915,872,dry season,NVI,ŋwɪ̀ɲ / àŋwɪ̀ɲ,5 / 8.,dry season_NVI
916,872,dry season,KMN,ŋwɪ̀ɲ / ø,5 / ø,dry season_KMN
917,790,locust,KMN,ø / ø,øø,locust_KMN
918,790,locust,NVI,ø / ø,øø,locust_NVI
919,791,wasp (house; black),KMN,mʊ̂ːnə̀ / kə́mʊ̂ːnə̀,5 / 7a,wasp (house; black)_KMN
920,791,wasp (house; black),NVI,mʊ̂ːnə̀ / kə́mʊ̂ːnə̀,5 / 7a,wasp (house; black)_NVI
921,794,praying mantis,KMN,ǹtúnə́kʷù(kʷù)/ àntúnə́kʷù~,1 / 2.,praying mantis_KMN
922,794,praying mantis,NVI,mɪ́nə̀ntʃwòː / àmɪ̀nə̀ntʃwò,1 / 2.,praying mantis_NVI
923,795,centipede,NVI,fə́ɱfyɔ̂ŋ / ə́ɱfyɔ̂ŋ,19 / 6a,centipede_NVI
924,795,centipede,KMN,kə̀mbúmbúŋ / kə̀mbúmbúŋ,7 / 8.,centipede_KMN
925,796,dragonfly,KMN,ø / ø,øø,dragonfly_KMN
926,796,dragonfly,NVI,mgbòːkə́nâːŋwɪ̀ɲ / ə̀bə̀mgbòbə́nâːŋwɪ̀ɲ,7 / 8.,dragonfly_NVI
927,798,mosquito,NVI,ŋgyàfǎːkéː / ə́bə̀ŋgyàfǎːkéː,øø,mosquito_NVI
928,798,mosquito,KMN,fə̀bwómsə́ / m̀bwómsə́,19 / 6a,mosquito_KMN
929,904,day,NVI,dʒwɪ᷇ːn / kə̀dʒwɪ᷇ːnlə̄,øø,day_NVI
930,904,day,KMN,dʒwɪ́ɲ / kə̀dʒwɪ᷇ɲlə̄,3 / 7a,day_KMN
931,873,sand,KMN,ʃá / àʃá,5 / 6.,sand_KMN
932,873,sand,NVI,àʃáː / àʃáːlə́,øø,sand_NVI
933,291,raffia bamboo,NVI,fʷʊ̈́ / kə́fʷʊ̈́lə̀,øø,raffia bamboo_NVI
934,291,raffia bamboo,KMN,fʷʊ̈́ / kə́fʷʊ̈́lə̀,5 / 7a,raffia bamboo_KMN
935,288,raffia,KMN,ø / ø,øø,raffia_KMN
936,288,raffia,NVI,kə́kyə́kə́kə̀fʷʊ̈́lə̀ / ə́bə̀ŋkyə́bə́bə̀mfʷʊ̈́lə̀,øø,raffia_NVI
937,871,rainy season,KMN,bwòː / ø~bwǒŋɲwɪ̀ɲ /ø,5 / ø,rainy season_KMN
938,871,rainy season,NVI,bwo᷇ːmtʃò / àbwômtʃò~kə́bwômtʃò,5 / 7a,rainy season_NVI
939,460,calabash (salt),KMN,mbáɲkə́fə̀ŋkyâ / bwɪ́ɲkə́fə̀ŋkyâ,19 / 6a,calabash (salt)_KMN
940,460,calabash (salt),NVI,báɲkə́fə̀ŋkyâ / ə́bə̀bwɪ̂nbə́fə́ŋkyâ,19 / 6a,calabash (salt)_NVI
941,461,calabash (child),NVI,fʊ́ːwâŋ / ə́kə́fúːlə́kə́wāŋ,5 / 7a,calabash (child)_NVI
942,461,calabash (child),KMN,fúŋwāŋ / fúːlə̀kə́wāŋ,3 / 7a,calabash (child)_KMN
943,462,twin calabash,KMN,ø / ø,øø,twin calabash_KMN
944,462,twin calabash,NVI,fʊ́ːmáŋkə́ / kə́fʊ́lə̀kə᷇ːmáŋkə̄,5 / 7a,twin calabash_NVI
945,580,indian bamboo,KMN,ø / ø,øø,indian bamboo_KMN
946,580,indian bamboo,NVI,fʷʊ̈́kɥʊ̈́ / kə́fʷü̂lə̀kə́kɥǘ,5 / 7a,indian bamboo_NVI
947,874,grave,KMN,kə́ʒí / bə́ʒí,7 / 8.,grave_KMN
948,874,grave,NVI,bə́ʒí~ʒì / ə́bə́ʒí~ə̀bə̀ʒí,8a / 8,grave_NVI
949,942,case (court) (n),KMN,sáʔ / ànsáʔ,1 / 2.,case (court) (n)_KMN
950,942,case (court) (n),NVI,ǹsáʔ / ànsáʔ,1 / 2.,case (court) (n)_NVI
951,713,two head snake (human),KMN,mbáɲkə́náːtâɲ/bwɪ́ɲmbə́náːtâɲ,7 / 8.,two head snake (human)_KMN
952,713,two head snake (human),NVI,kʊ̀ːkə̀fyə̂ŋ / ə̀kə̀kʊ́ːlə̀kə̀fyə̂ŋ ~ ,5 / 8.,two head snake (human)_NVI
953,175,medicine,KMN,bə̀kí / ø,8a / ø,medicine_KMN
954,175,medicine,NVI,bə̀kí / ə́bə́kí,8a / 8,medicine_NVI
955,228,amaranthus (green),NVI,ŋgyə̀nə́ / àŋgyə̀nə́,1 / 2.,amaranthus (green)_NVI
956,228,amaranthus (green),KMN,ŋgyə̀nə́ / àŋgyə̀nə́,1 / 2.,amaranthus (green)_KMN
957,229,garden egg,KMN,fə̀gə̌ːŋ / m̀gə̌ːŋ,19 / 6a,garden egg_KMN
958,229,garden egg,NVI,ŋgə́ŋ / ə́mŋgə́ŋ,12 / 6a,garden egg_NVI
959,289,raffia fruit,KMN,kə̀kwóŋ / bə̀kwóŋ ,7 / 8.,raffia fruit_KMN
960,289,raffia fruit,NVI,ø / ø,øø ,raffia fruit_NVI
961,188,bitter leaf,NVI,tʃwɪ᷇ːn / ə́kə́tʃwɪ́nlə́~kə́tʃwɪ́nlə́,3 / 7a,bitter leaf_NVI
962,188,bitter leaf,KMN,tsɥɪ́ɲ / kə́tsɥɪ́ɲlə́,3 / 7a,bitter leaf_KMN
963,337,cocoyam leaf (soup),NVI,nʊ́mtə̀kə́ázáɲ / ə́bə̀nʊ́mtə̀bə́ázáɲ  ,7 / 8.,cocoyam leaf (soup)_NVI
964,337,cocoyam leaf (soup),KMN,vɥó / àvɥó,5 / 6.,cocoyam leaf (soup)_KMN
965,334,cocoyam (egg yolk),NVI,táŋə́nɪ́ndʊ́m / átáŋndʊ́m~àtāŋānɪ́ndʊ́m,1 / 2.,cocoyam (egg yolk)_NVI
966,334,cocoyam (egg yolk),KMN,ø / ø,øø,cocoyam (egg yolk)_KMN
967,674,bat,NVI,fə̀mkpɔ́ŋ / ə̀mkpɔ́ŋ,19 / 6a,bat_NVI
968,674,bat,KMN,ø / ø,øø,bat_KMN
969,721,female lizard (brown),NVI,mbàɲnátâɲ / ə̀bə̀bwɪ́nbə́nǎtâɲ ,7 / 8.,female lizard (brown)_NVI
970,721,female lizard (brown),KMN,ø / ø,øø,female lizard (brown)_KMN
971,734,snail,KMN,kə́fwáːlə̄ / bə́fwáːlə̄,7 / 8.,snail_KMN
972,734,snail,NVI,kə̀fwáːlə̄ / ə̀bə̀fwáːlə̀ ,7 / 8.,snail_NVI
973,735,shell (snail),NVI,ø / ø,øø,shell (snail)_NVI
974,735,shell (snail),KMN,ŋgɔ̀lə́ / àŋgɔ̀lə́,1 / 2.,shell (snail)_KMN
975,342,talking drum,NVI,ŋgʊ̀ʔ / àŋgʊ̀ʔ ,1 / 2.,talking drum_NVI
976,342,talking drum,KMN,kprɨ́ / ø ~ fə̀ŋgʊ̀ʔ / m̀ŋgʊ̀ʔ,19 / 6a,talking drum_KMN
977,420,pen,KMN,pɛ̂n / àpɛ̂n,1 / 2.,pen_KMN
978,420,pen,NVI,fə̀nsɔ́ŋ / ə́msɔ́ŋ~msɔ́ŋ,19 / 6a,pen_NVI
979,559,injunction order,KMN,ndzú / àndzú,1 / 2.,injunction order_KMN
980,559,injunction order,NVI,ø / ø,øø,injunction order_NVI
981,421,book,NVI,kə̀ŋwàʔàlə̀/bə̀ŋwàʔàlə̀  ,7 / 8.,book_NVI
982,421,book,KMN,kə̀ŋwàːlə̀~kə̀ŋwàʔàlə̀~kə̀ŋwàʔlə̀/bə̀ŋwàːlə̀~bə̀ŋwàʔlə̀ ,7 / 8.,book_KMN
983,382,dish,NVI,kə̀káŋ /  ə̀bə̀káŋ,7 / 8.,dish_NVI
984,382,dish,KMN,ø / ø,ø/ø,dish_KMN
985,614,soap,NVI,kə̀ʃʊ̀ː / bə̀ʃʊ̀~ə̀bə̀ʃʊ̀,7 / 8.,soap_NVI
986,614,soap,KMN,kə̀ʃù / bə̀ʃù,7 / 8.,soap_KMN
987,254,palm flower,NVI,ø / ø,øø,palm flower_NVI
988,254,palm flower,KMN,ø / ø,øø,palm flower_KMN
989,716,viper,KMN,kə̀fǘ / bə̀fǘ ~ kə̀fɨ́ / bə̀fɨ́,7 / 8.,viper_KMN
990,716,viper,NVI,kə̄fɨ́ / bə̀fɨ́,7 / 8.,viper_NVI
991,749,white neck hawk,KMN,kə̀ŋɔ̌ːŋɔ̂ː / bə̀ŋɔ̌ːŋɔ̂ː,7 / 8.,white neck hawk_KMN
992,749,white neck hawk,NVI,kə̀ŋɔ́ŋɔ̀~kə̀ŋɔ̌ːŋɔ̀ / ə́bə̀ŋɔ́ŋɔ̀~ə́bə̀ŋɔ̌ːŋɔ̀,7 / 8.,white neck hawk_NVI
993,711,green snake,NVI,ɲyàmgyə̀fə́wàŋ / ə́mɲàmgyə̀mwàŋ ,5 / 7a,green snake_NVI
994,711,green snake,KMN,ø / ø,øø,green snake_KMN
995,750,kingfisher,KMN,ø / ø,øø,kingfisher_KMN
996,750,kingfisher,NVI,ɲɔ́ŋfə́ndʒʊ̀fə̀ / ə́mɲɔ́ŋmə́ndʒʊ̀fə̀~,3 / 8.,kingfisher_NVI
997,751,Senegalese kucal (time bird),KMN,kə̀yàːkûːkùː / bə̀yàːkûːkùː,7 / 8.,Senegalese kucal (time bird)_KMN
998,751,Senegalese kucal (time bird),NVI,ø / ø,øø,Senegalese kucal (time bird)_NVI
999,752,kite,KMN,ø / ø,øø,kite_KMN
1000,752,kite,NVI,ŋɛ̀ːʃì / àŋɛ̀ːʃì,1 / 2.,kite_NVI
1001,753,partridge (red legs),NVI,ɲwò~ɲùə̀ / àɲwò~àɲùə̀,1 / 2.,partridge (red legs)_NVI
1002,753,partridge (red legs),KMN,ɲyòː / àɲyò,1 / 2.,partridge (red legs)_KMN
1003,679,buffalo (bush cow),NVI,ndʒò / àndʒò ,1 / 2.,buffalo (bush cow)_NVI
1004,679,buffalo (bush cow),KMN,ø / ø,øø,buffalo (bush cow)_KMN
1005,682,baboon,NVI,ŋgwə́sə́ / àŋgwə́sə́,1 / 2.,baboon_NVI
1006,682,baboon,KMN,ø / ø,øø,baboon_KMN
1007,391,iron trap,KMN,ø / ø,øø,iron trap_KMN
1008,391,iron trap,NVI,fə̀dza᷇ːŋ / ə́mdza᷇ːŋ,19 / 6a,iron trap_NVI
1009,206,tobacco powder,NVI,kə̀tá / ə̀bə̀tá,7 / 8.,tobacco powder_NVI
1010,206,tobacco powder,KMN,kə̀tá / bə̀tá ,7 / 8.,tobacco powder_KMN
1011,207,tobacco leaf,KMN,kpàndàŋ / àkpàndàŋ,1 / 2.,tobacco leaf_KMN
1012,207,tobacco leaf,NVI,ø / ø,øø,tobacco leaf_NVI
1013,754,partridge (non red legs),NVI,kə́kwáːmə́ / ə́bə́kwáːmə́,7 / 8.,partridge (non red legs)_NVI
1014,754,partridge (non red legs),KMN,ø / ø,øø,partridge (non red legs)_KMN
1015,697,electric fish,NVI,ø / ø,øø,electric fish_NVI
1016,697,electric fish,KMN,ø / ø,øø,electric fish_KMN
1017,755,cock,NVI,kə̀tʃúə̀ː / ə̀bə̀tʃúə̀ː~bə̀tʃúə̀ː,7 / 8.,cock_NVI
1018,755,cock,KMN,kə̀tʃúò / bə̀tʃúò,7 / 8.,cock_KMN
