"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NMA-Abar-1","NAC-Abar-2","NEM-Ajumbu-9","KDC-Ajumbu-10","NVI-Ajumbu-1","KMN-Ajumbu-2","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KEM-Buu-1","KCY-Buu-2","KHK-FANG-12","DPN-FANG-13","KDV-Fang-1","KJS-Fang-2","JGY-Koshin-3","TEL-Koshin-4","DPJ-Koshin-1","MRY-Koshin-2","KCS-Kung-3","NJS-Kung-4","ZKG-Kung-1","BNM-Kung-2","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","LFN-Mundabli-1","NIN-Mundabli-4","NGT-Munken-3","NUN-Munken-4","NEA-Munken-1","TNT-Munken-2","MCA-Ngun-3","KBM-Ngun-4","WCA-Ngun-1","AOM-Ngun-2"
"814","palm grub",NULL,NULL,"kédélō / bídélō","kə́dɛ́lō / bídɛ́lō",NULL,NULL,"ŋgɔ̀ŋŋgɔ̀ŋ / àŋgɔ̀ŋŋgɔ̀ŋ","fə̀ŋgɔ̀ŋŋgɔ̀ŋ / m̀ŋgɔ̀ŋŋgɔ̀ŋ",NULL,NULL,NULL,NULL,"kə́də̂lə́ / bə́də́lə́","kə́də́lə̄ / bə́də́lə̄",NULL,NULL,"kə̀méːmê / bə̀méːmə̂","kə̀mɪ̀mɪ̂ / bə̀mɪ̀mɪ̂",NULL,NULL,"kə̀kʷàʃì  /  bə̀kʷàʃì","ø /  bə̀kʷàʃì",NULL,NULL,"ŋgɔ̀ŋgɔ̀ŋ / sə́ŋgɔ̀ŋgɔ̀ŋ","ŋgɔ̀ŋgɔ̀ŋ / sə́ŋgɔ̀ŋgɔ̀ŋ","ádʒúlə̄ / bídʒúlə̄","ádʒúrə̄ / bídʒúrə̄","kìdʊ́dʊ̂ː / bìdʊ́dʊ̂ː","kɪ̀ŋkʊ̀nkʊ̀n / bìkʊ̀nkʊ̀n","mə̀mɛ̌ʔ / mə̀mɛ̀ʔbə́~mə̀mɛ̀ʔɛ́bə́","kàtàpílà / kàtàpílàbə̌",NULL,NULL,"màmǎː / màmǎːbə́","màmǎː / mɑ̀mǎːbó",NULL,NULL,"àmbə̂mbə́ŋ / bìmbə̂mbə́ŋ","àdòlə̀ / bìdólə̄",NULL,NULL,"kə́dúlø̄ / bídúlø̄","kə́dúlʊ̄ / bídúlʊ̄"
"815","bedbug",NULL,NULL,"ø / ø","mfʊ̀ / bə̀mfʊ̀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"816","beetle",NULL,NULL,"ø / ø","kə̀tʃú / bìtʃú",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0 / 0","fə̀ndʒwə̀mə̂ / mə̀ndʒwə̀mə̂",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"817","palm beetle (from dead palm)",NULL,NULL,"ø / ø","ʃìnʃʊ̀ŋʃʊ́ŋ / m̀ʃʊ̀ŋʃʊ́ŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","fə̀mòdʒə̀m / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"818","caterpillar","kə̀də́llō / ɪ́də́lə́bî","kə́dɛ́lō / bídɛ́lō","ø / ø","ìtsáːm / kìtsámō","ⁿgɔ̀ŋⁿgɔ̀ŋ / àⁿgɔ̀ŋⁿgɔ̀ŋ","kə́ⁿtsə́ŋtsə́ŋ / bə́ⁿtsə́ŋtsə́ŋ",NULL,NULL,"kə́dúlə̄ / bìdúlə̄","kə̀dʊ́lə̄ / bìdʊ́lə̄","kə́də́lə́ / bə́də́lə́","dʒèːlə́ / kə̀dʒèːlə́",NULL,NULL,"kə̀mèmê / bə̀mèmê","kə̀mɪ̀mɪ̂ / bə̀mɪ̀mɪ̂",NULL,NULL,"kə̀màmá / bə̀màmá","kə̀màmâ / bə̀màmâ",NULL,NULL,"ŋgɔ̀ŋŋgɔ̀ŋ / sə̀ŋgɔ̀ŋŋgɔ̀ŋ","ŋgɔ̀ŋŋgɔ̀ŋ / sə́ŋgɔ̀ŋŋgɔ̀ŋ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"m̀màmǎ / m̀màmǎ","màmá / màmábóɦ",NULL,NULL,"ɪ̀bìbʲə̀lə́ / kíbíbʲə́lə̄","àdólə̄ / bìdólə̄",NULL,NULL,"kə̀dúlə̄~àdúlə̄ / bìdúlə̄~ɪ̀dúlə̄","kə̀dúlʊ̄ / bìdúlʊ̄",NULL,NULL
"819","caterpillar (for crabs)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"átʃú / bítʃú~bítʃúːrɪ́","ø / ø ",NULL,NULL,NULL,NULL
"820","caterpillar (edible)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə̀ʒì  /  bə̀ʒì","kə́dʒwə́lə̀ /  bə̀ʒì",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"821","caterpillar (variegated)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","myàlə̀ / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"822","caterpillar (red, yellow lines)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","byébyé / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"823","k.o caterpillar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"824","caterpillar (black, stings)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"825","caterpillar (cylinder sticks)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"826","caterpillar (stings)",NULL,NULL,"m̀mbîː / gbwɪ̀mbílô","mbîː / bə̀mbîː",NULL,NULL,"mbí / kə̀mbílə́~àmbí","mbì / àmbí",NULL,NULL,NULL,NULL,"mbíː / ø ","mbí / bə̀mbí",NULL,NULL,"mbī","mbī",NULL,NULL,"fə́ndʒìdʊ́mə̀ / ø","ø / ø",NULL,NULL,"ŋgʊ̀ʔ / sə̀ŋgʊ̀ʔ","ŋgʊ̀ʔ / sə́ŋgʊ̀ʔ","ʃyə́ / ø","ʃyə́ / ø","ʊ̀dì~ʊ̀dî / ìdìː","ʊ́di᷇ː ~ ʊ́di᷇ːwū","dìː / dìːwə́","ø",NULL,NULL,"mbī / mbī","tɔ̄msɔ̄m / tɔ̄msɔ̄mbó",NULL,NULL,"m̀mbí/ ø","mbîː / bə̀mbì",NULL,NULL,"ʊ̀bìː / kə̀bȉː","mbí / bɛmbí"
"827","k.o fly (slow; painful bite)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø ","ntsóm / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ńti᷇ː / tîːmə̀","ø / ø","ʃyə̄ / ø","ʃyə̄ / ø","fìntʃám / àntʃám","ø / ø","dzɔ̀ʔ / dzɔ̀ʔyə́","ø",NULL,NULL,"mbí / mbī","dzœ̀ɦ / dzœ̀ɦyə̄",NULL,NULL,"ø / ø ","mbìː ~ʃìŋkyə́m / bə̀nmbî ~ bɛ̀mmbî, ~ mùŋkyə́m(mû)",NULL,NULL,"ìdʒîdʒyɛ̂ ~ʊdʒídʒyɛ̂ / kə́dʒídʒyɛ̂","ʊ́tsɛᶇ / ø"
"828","k.o fly (smart; bite; sucks)",NULL,NULL,"ʊ̀bòlò / kìbòlò","ìdʒìdʒê~ʊ̀bòlò / kɪ̀dʒídʒê",NULL,NULL,"kə́bɥó~kə́bɥœ́ / bə́bɥó~bə́bɥœ́","kə́bɥǒ / bə́bɥǒ",NULL,NULL,NULL,NULL,"bólə́ / kə́bóːlə́nə́ ~ ","bólə́ / kə́bóːlə́",NULL,NULL,NULL,NULL,NULL,NULL,"ndī~ndì / ø","ø / ø",NULL,NULL,"kə́wúlə̄ / ʊ́wúlə̄","kə́wúlə̄ / ʊ́wúlə̄","bólówé ~ bó / ø"," bó / ø","ʊ́bóːlə́ / íbóːlə́","ódi᷇ː~ʊ́di᷇ː / ódíːwū","bwə́ / bwə́lyə́","ø",NULL,NULL,"bwé / bwéyà","bwé / bwékó",NULL,NULL,"àbɔ̀~àbɒ̀ / ø","àbɔ̀ / bìbɔ̀",NULL,NULL,"kə́bɒ̂ʰ / bíbɒ̂ʰ","ʊ́dʒídʒyɛ̀ / ɪ́dʒídʒyɛ̀"
"829","k.o fly (sucks; compound)",NULL,NULL,"ʃìŋkè / m̀ŋkè","ʊ̀bòlò / kìbòlò",NULL,NULL,"fə̀mgbɪ̀ɲkpɔ́ʔ / (ə́) mgbɪ̀ɲkpɔ́ʔ","kə̀bɥǒ / bə̀bɥǒ",NULL,NULL,NULL,NULL,"bólə́ / bə́bóːlə́nə́ ~ ","bólə́ / kə́bóːlə",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə́wúlə̄ / ʊ́wúlə̄","kə́wúlə̄ / ʊ́wúlə̄","boːr / ø","bóː / ø","fìmùMàhá / mùmùMàhá","ʊ́bólə́ / ʊ́bólówú","bwə́l / bwə́lbə ́","ø",NULL,NULL,"bwē / bwē","bwé / bwēkó",NULL,NULL,"àbɔ̂ /ø","àbɔ̀ / bìbɔ̀",NULL,NULL,"kə́bɒ̂ / bìbɒ̀bì","kə́bôː / bíbôː"
"830","world",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kwóm","kwóm",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"831","earth",NULL,NULL,"mtyám / mtyámó","kə́tʃâŋ / bítʃâŋ",NULL,NULL,"kə̀tsáːfə́~mtáɲ / bə̀tsáːfə́~ ə̀mtáɲ ","kə̀tsáːfə́ / bə̀tsáːfə́",NULL,NULL,NULL,NULL,"ø / bə̀tsàfə́~bə́tsáfə́","kə̀tsáfó / bə̀tsáfó",NULL,NULL,"tsáfə́ / bə̀tsáfə́","tûm/tə́ntûm",NULL,NULL,"bə̀tsə́ / ø","ø / ø",NULL,NULL,"kə̀tsâʔ / wùtsâʔ","kə́tsáʔ / útsáʔ","ndém / ø","ndém / ø","ʊ́yî / íyíː","ʊ̂yîː / ʊ́yīːwū","kyáʔ / kyáʔbə́","kyáʔà / kyáʔàbə́",NULL,NULL,"tsàː / tsàːbó","tsɑ̄ʰ / tsɑ̄ʰmó",NULL,NULL,"átʃɔ́ːlə̄ / bítʃɔ́ːlə̄","àtʃɔ́lə̄ / bìtʃɔ́lə̄",NULL,NULL,"kə́táŋə̄ / bítʃáŋə̄","kə̀tʃáːŋə̄ / bìtʃáːŋə̄"
"832","heaven",NULL,NULL,NULL,NULL,NULL,NULL,"də́lə̀kə́ʒílə̄ / bə́də́lə̀bə́ʒílə̄","báːlə́ / kə́báːlə́ (bɛ́ːlə́/kə́bɛ́ːlə́ - Fang)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ádɔ́k / bídɔ́k","ádɔ́k ~átsáp / bídɔ́k~bítsáp","ɪ́yólə́ / ɪ̀yòlə̂","ɪ́yʊ́lə̄ / ɪ́yʊ́lə́yí","kyáʔ~dàkyúɛ́ / kyáʔbə́~dàkyùɛ́bə́","dàkkyâʔ~dàkkyâʔà / dàkkyâʔàbə́~dàkkyâʔà",NULL,NULL,"tsàː ~ dɛ̀ːdʒé ~dɛ̀ːtsá / tsàːbó dɛ̀ːbìdʒéːbó~dɛ̄ːtsá","tsɑ̄ʰ / tsɑ̄ʰkó",NULL,NULL,"ɪ̀séɪ̀mə̀lə́ / áséámə́lə́","ɪ́sɛ̀sə́ɪ̀màlə́ / àsɛ́sə́àmálə́",NULL,NULL,"ɪ́sɪ́hɪ́ɪ̀mə̀tə́ / ásɪ́hɪ́ámə́lə́tə́","ɪ́sɪ́hɪ́ɪ̀màlə̀tǿ ~ɪ̀màlə́ / àsɪ́hɪ́ámálə́tǿ ~kə̀málə́"
"833","sky","ʊ̀bòlò / ɪ̀bòlòkì","ʊ̀bʷòlò / kìbʷòlò~ʊ̀bʷòlò","ʃìntyám / m̀tyám","ʃìntyám / m̀tyám","kə́bɥó / bə́bɥó","kə́bɥó / bə́bɥó","m̀táɲ / ə̀mtáɲ","fə̀táɲ / m̀táɲ","kə̀bòː / bìbòː","kə̀bɛ̀ʊ́wʊ́ə́ / kə̀bɛ̀ʊ́wʊ́ə́","bòːlə́ / kə̀bòːlə́","bólə́ / kə́bólə́nə́","ǹtʃóːm~ntʃómə́gbâː / ø ","fə̀ntʃóm / mə̀ntʃóm","kʷóm / tə̀kʷóm","kʷóm / kʷóm~tə̀kʷómkə̄","ntʊ̂m ","ntʊ̂m ","bʊ̀ːwə̀ / tə́bʊ́","bʊ́ / ø","wɪ̀ / ø","ø / ø","kə́wʊ́lə̄ / ʊ̀wʊ́lə̄","kə̀wúlə̄ / ʊ̀wúlə̄","kə̀tsâʔ / ùtsâʔ","kə́tsáʔ / útsáʔ","ákpí / bíkpí","ákpí / bíkpí","fìntʃám / àntʃám","àntʃám / àntʃámmū","ŋkɥɔ́m / ŋkɥɔ́mmə́","ŋkyɔ́ʔm / ŋkyɔ́mmə́~ŋkyɔ́ʔm","bʷē / bʷē","bʷē / bʷéː","ńtsɔ́m / ńtsɔ́mmō","ǹtsɒ́m / tsɒ́mnó","ɪ́zə́mə́~ɪ́dzə́mə́ / kízə́mə́~kídzə́mə́","ábó / bíbó","ʃìŋkyɛ̀mʊ́kpé / ø","ʃìŋkyə́m / mùnkyə́m","kə̀bɔ̀ː~àbɔ̀ː / bìbɔ̀lə̀~ɪ̀bɔ̀lə̀","kə̀zámə́ / àzámə́~bɛ̀nzàmə́","fíntyám / m̀tyám ","fìntyām / mwɪ́ntyám"
"834","sky, heaven",NULL,NULL,"ø / ø","ʊ̀ʃâŋ ʊ̀nə́nán/ kìʃàŋò kìnə́nán",NULL,NULL,"tú / kə́túːlə́","tú / kə́túːlə́",NULL,NULL,NULL,NULL,"dʒòː / kə́dʒo᷇ːtə́","mbʊ́ŋ / bə̀mbʊ́ŋ",NULL,NULL,"dʒùò / dʒúó","dʒùə̀ / dʒúə́",NULL,NULL,"sǐ / ø","ø / ø",NULL,NULL,"ífu᷇ː / sə́fu᷇ː","ífu᷇ː / sə́fu᷇ː","ǹtʃò~ǹtʃùò / bʊ̀ntʃò","ǹtʃòː / bʊ̀ntʃò","mβoː / bàmβòː","mbʊ́ / bàmbʊ́bú","mbwóːŋ / mbwǒːŋbə́","mbwóŋ~mbwóŋ / mbwóŋ",NULL,NULL,"mbʊ́ŋ ~mbʊ̄ŋ / mbʊ̄ŋbó ~ mbʊ̄ŋ","mbʊ́ŋ / mbʊ̄ŋbó",NULL,NULL,"ʊ̀ʃɔ̀ŋ / kɪ̀ʃɔ̀ŋə̀ ","ʊ́ʃɔ̂ŋ / kìʃɔ̀ŋə̀",NULL,NULL,"ʊ́fyàŋ / kòfyàŋə̀ ~kə̀fyàŋə̀","ʊ́fyàŋ / kə̀fyàŋə̀"
"835","mud",NULL,NULL,"úʃâŋ / kɪ́ʃàŋò","ʊ́ʃâŋ / kìʃàŋò",NULL,NULL,"fə́tú / kə́túːlə́","tú / kə́túːlə́",NULL,NULL,NULL,NULL,"fə̀dʒo᷇ːfə́ / kə̀dʒo᷇ːtə́","dʒò /ə́dʒô",NULL,NULL,NULL,NULL,NULL,NULL,"tòbʷə̂ / ø","ø / ø",NULL,NULL,"fétsə̂ː / tsə̀ːmə̀ ","tsːə̀ː / sə̀tsːə᷇ː","ø / ø","ø / ø","ǹtʊ̀ŋ / bàntʊ̀ŋ","ǹtʊ̀ŋ / bàntʊ̀ŋbú","ŋgì / ŋgìː","ŋ̀kʊ̀ː~ŋkū / ŋkú",NULL,NULL,"ntʊ̀ŋ / ntʊ̀ŋyə́","dʒúó / dʒúóbó",NULL,NULL,"ʃìʊ́ʃɔ̂ŋ / mʊ̌ʃɔ̂ŋ","fɛ́nʃɔ̂ŋ / kìʃɔ̀ŋə̀",NULL,NULL,"fìfyǎŋɲyɛ́ / ʊ̀fyǎŋɲyɛ́ ~m̀fyǎːŋɲyé","fìntɔ̀ŋ / mwɨ̀ntɔŋhɨ̃̀"
"836","swamp",NULL,NULL,"ø / ø","ʃìntɔ̀ŋhṍ / m̀ntɔ̀ŋhṍ",NULL,NULL,"tú / kə́túlə́~ŋgyə̂mtâɲ/ ə́mŋgyə̂mtâɲ~ ","túːfə́àʃɛ́n / túːmə́àʃɛ́n",NULL,NULL,NULL,NULL,"fə̀dʒo᷇ːfə́ / kə̀dʒo᷇ːtə́","dʒò /ə́dʒô",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋgómókɔ́t / ø","ŋgwómə̀kɔ́t / ø","àɲyèíbàhà ~fìɲyěíbàhà/ ø ~àɲyèíbàhà","àɲyèɪ́bàhà / àɲyèɪ́báhámū","ŋgìːmɛ́názâm~ŋgìːmùbɛ᷇mə́zàm / ŋgìbɛ́názâm~ŋgìːmə́mùbɛ̄ːmə́zàm","zɔ́m / ø",NULL,NULL,"øø","ŋgìàdzǎːm / ŋgìàdzàmó ~ŋgìàdzàmdzàm",NULL,NULL,"ø / ø ","mbwǒɲyɛ̄ ~ mbwònə̀ ~ mbwòlə́ / bèmbwònə́~ bìmbwǒɲyɛ̄",NULL,NULL,"ø / ø","ø / ø"
"837","brick",NULL,NULL,"ʊ́mwɪ̂n / ɪ̀mwɪ̀nò","ʊ̀mwɪ̀m / kìmwɪ̀m",NULL,NULL,"ɲǘ / kə́ɲʊ̈́lə́","ɲǘ / kə́ɲʊ̈́lə́",NULL,NULL,NULL,NULL,"ɲʊ̈́ / kə̄ɲʊ̈́tə́ ","ɲʊ̈́ / kə́ɲʊ̈́tə̄ ",NULL,NULL,"ŋmə́ /ɲə́","ŋmə̀ /ɲʲə́",NULL,NULL,"gbə̂ŋ  /  mī","mū /  mī",NULL,NULL,"kə̀fʊ̂ʔ / ḿfʊ̂ʔ","kə̀fʊ̂ʔ / ʊ́fʊ̂ʔ","kē / kɛ́ŋ","ké / kɛ́ŋ","ʊ́mûː / ímûː","ómûː / ɪ́múyí","ɲʊ͏͏͏̈ / ɲwɛ́ː","ɲʊ̈̄ / nwɛ̄",NULL,NULL,"ɲʊ̈̄ / ɲwɛ́ː","ɲǖ / ɲʊ́ɛ́yə́ ~ɲwɛ́yə̄",NULL,NULL,"ʊ̀mwɪ̀lə̀ / bə̀mwɪ̀lə́~kɪ̀mwɪ̀lə̀","ø / ø ",NULL,NULL,"ʊ́múà / ɪ́múà ~ kə̀mùà","ʊ̀mwà / ɪ̀mwà"
"838","river",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋmə̄ / ɲə̄  tone","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"839","stream",NULL,NULL,"ɪ̀dʊ̀ŋ","ɪ̀dʊ̀ŋ / kídʊ́ŋō",NULL,NULL,"ɲǘ / kə́ɲʊ̈́lə́","àmbɔ̂ŋ / ø",NULL,NULL,NULL,NULL,"ntʊ̀ŋ / kə́ntʊ̂ŋkə́","ntʊ̀ŋ / bə̀ntʊ̀ŋ",NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","kə̀twàlə́ / ø",NULL,NULL,"ŋgwɨ́n / sə̀ŋgwɨ́nə̀","ɪ̀ŋgʊ́n / sə̀ŋgʊ́n","ádzə́rə́ / bídzə́rə́","àdzə́rə́ / bìdzə́rə́","ʊ́mûː / ímûː ~","áyâŋ / áyâŋwú ~ àyàŋ / bàyàŋ","yə̂ːŋ / yə̂ŋyə̌","yə̂ŋ / ø",NULL,NULL,"yə̀ŋ ~ yə̀ŋ / yə̀ŋyə́ ~ yə́ŋ","yə̂ŋ / yə̀ŋyə́",NULL,NULL,"ʊ̀bɥò~àbɥò / bə̀bɥò~bìbɥò","ʊ̀byʊ̀ / kìbyʊ́lə̄ ~ bə́byúlə́~ bɥʊ̈̀~bə̀ʊ̀bɥǘlə́",NULL,NULL,"kə̀kwɔ̀bə́ / bìkwɔ́bə́","àmwɛ̀ / ɪ̀mwɛ̀"
"840","spring",NULL,NULL,"ndʒʊ̀ / gbwɪ̀ndʒù","ndʒʊ̀ / bə̀ndʒʊ̀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə̀ŋkʷɛ̃̀  /  bə̀ŋkʷɛ̃̀","kə́dʒʊ̄ŋ /  bə̀ŋkʷɛ̃̀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø ","ʊ̀bɥʊ̈̀ / kìbɥʊ̈̀rə̀ ~ kìbɥʊ̈̀lə̀",NULL,NULL,NULL,NULL
"841","farm","òmɥɪ̀n / ɪ̀mɥɪ̀nnə̀","ʊ́mʷɪ̂n / kìmʷɪ̀nò~ìmʷɪ̀nò","ʊ́tʊ́m / kītʊ́mó","ʊ̀tʷóm~ʊ̀tóm / kìtóm~kìtómó","ɲʊ̈́ / kə́ɲʊ̈́lə́","ɲǘ / kə́ɲǘlə́","ákɥʊ̈~kɥǘ / kə̄kyʊ̈́lə́~kə̀kyǘlə́","kɥǘ / kə̀kyǘlə́","ʊ̀ŋmɛ̀~ʊ̀ŋmʷɛ̀ / kə̀ŋmʷɛ̀","ʊ̀ŋmʷɛ̄ / ɪ̀ŋmʷɛ̄","ɲǘ / kə́ɲʊ̈̂ːtə́","ɲʊ̈́ / kə́ɲʊ̈̂tə́","kxə́ / kə̀kxə́tə́ ","kxə́ / kə̀kxə́tə́","ŋmə́ / ɲʲɛ́","ŋmə́ / ɲ́ɲʲɛ́","túmə̄ / tə́túmə̄","túmə̄ / tə́túmə̄","mʊ̄ / mɥí","mʊ́ / mʲə́","ɲə̀ŋ  /  tòkʷú","kwú /  tòkʷú","kə̀fʊ̂ʔ / m̀fʊ̂ʔ","kə́fʊ̂ʔ / ḿfʊ̂ʔ","ɪ̀náʔ / sə̀náʔà","ìnáʔ / sə̀náʔ","kú / kʊ́ŋ","Kʊ́ / kʊ́ŋ","ʊ́tʃʊ́m / kítʃúmnə́~ìtʃúmmə́","ʊ́tʃʊ́m / ʊ́tʃúMú~ɪ́tʃúmɪ́","kwə᷇ntʃə̄ŋ / kwɛ᷇ntʃə̄ŋbə́","kɔ́l / ø"," ɲʊ́ / ɲʷɛ̄","ɲǘ/ ɲǘɛ̀","kwé / kwékō","kwʊ᷇ːntʃə́ŋ / kwʊ᷇ːntʃə̄ŋbó","ʊ́mʷɪ́lə̄ / kìmʷɪ̀lə̀","ʊ̀mʷèː / ʊ́mʷɛ̂nɛ́","ɪ̀kwə̀n / kɪ́kwə́nnə́ ","ø / ø","ʊ̀mʷà / ɪ̀mʷà~àmʷà","ʊ̀mʷà / ɪ̀mʷà~ɪ̀ŋmà","ʊ́kwə̄n / ø","ʊ́tɔ́m / kə́tɔ́m"
"842","bush (farm)",NULL,NULL,"ɪ̀kàkò / kɪ̀kàkə̀tʃí","ɪ̀kàkkò / kɪ̀kákkō",NULL,NULL,"kɔ́ / kə̀kɔ́lə́~","ø / ø",NULL,NULL,NULL,NULL,"kāː / kə̀káːtə́","ká / kə̀káːtə́",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kɔ́l / sə̀kɔ́lɔ̀","tèʔ / sə́tèʔ","ø / ø","ø / ø","ø / ø","ø / ø","káʔ / káʔáyə́","ø",NULL,NULL,"tœ̂/ tœ̄bɛ́n","kɑ̄ʰ / kāʰyə́",NULL,NULL,"ɪ̀kwɛ́ / kɪ́kwɛ́lə́","ìkwɛ̂ː / kíkwɛ́lə́",NULL,NULL,"ɪ̀kwé / kə́kwéré ~kə̀kwe","ø / ø"
