"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"41","juju",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fíŋkwo᷇ːm / mʊ̀ŋkwo᷇ːm","áŋkwə᷇ːm / múŋkwə᷇ːm","kíkʊ᷇ːm / bíkʊ᷇ːm","bítsâː / bítsāːbí","kēː / kēːbə́","kéː / kéːbə́",NULL,NULL,NULL,NULL,NULL,NULL
"42","hunter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"43","beggar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mʊ̀wɪ̀nʊ́ntʃá / bʊ̀nɪ̀bʊ́nʊ́ntʃá","mwɪ́wǎmʊ́nʊ́ntʃə́ / bʊ́níbʊ́nʊ́ntʃtə́","mbùhùnù ~àbʊ́hʊ́ / bíbúhúsə́ ~m̀bʊ́hʊ̀nə́","ʊ̀bóhónsə̄ / bàbòhònsə̄","màŋwɛ́ʔnwɛ́n / mbɛ̂ŋwɛ́ʔnmbɛ́n","maɲwɛʔn / mbɛ̀bʊ̀ɲwɛ̌nbə́",NULL,NULL,NULL,NULL,NULL,NULL
"44","evil society (nyoŋgo)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"45","female",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"46","prince",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"47","messenger",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"tʃə́k /bʊ̀tsə́k","tʃə̀k /bʊ̀tsə́k","ø / ø","nòɪ̀fɪ̀ / bànɛ̀ːàfɪ̀ːbú","màtáːm / mbɛ̀ːtāmbə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"48","hunt (group)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49","fellow man (friendly expression)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"50","princess",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51","guard",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋ̀kè~mwɪ̀kéːlə́ / bʊ́nîbʊ́kéːbʊ́","mwɪ̀kělə́wə̄ / bʊ́nɪ̀bʊ́lélə̀bó","ʊ̀gbèàdʒáhá~mgbə̀nə̀ádʒáhá/ bàmgbə̀nə̀ádʒáhá","ø / ø","ŋ̀kyàk / ø","ø",NULL,NULL,NULL,NULL,NULL,NULL
"52","body",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"gɔ̀t / gwɔ̂t","gwò / gwô","ʊ́gbwâ / ø","ʊ́gbə᷇ː / ʊ́gbə́ū~ɪ́gbə̂","gbâ / gbàkɛ́ ~ gbâ / gbâ","gbâ / gbàkɛ́",NULL,NULL,NULL,NULL,NULL,NULL
"53","skin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ákpə́ / bíkpə́","ákpə̂ / bíkpə̂","ìtə̀ŋ / kītə̄ŋnə́kí","ìtə̀ŋ / átə́ŋwú~ítə́ŋ","dzɔ̀ / dzɔ̂yə̌ ~ zɔ̀ / dzɔ̂","zòː / kpàʔàkɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"54","head","ɪ́fê~ɪ̀fɛ̀mó / ḿfê~m̀fɛ̀mó","ɪ̀fèː / mʷɪ̀ŋfèː","kʷú / kʷúlə́kə̄~kə̀kúːlə́","kʷú / kə̀kʊ́ːlə́","ɪ̀fɛ̀ / kə̀fɛ̀","ɪ́fɛ́ / áfɛ́","fá / kə̄fátə́","fā / kə̀fátə́","kú / tə̀kú","kʷú / tə̀kʷú","kə́ / tə̀kə́","kˣə́ / tə̀kˣə́","kə̀tú / tū","kə̀tᵗú / ʊ́tᵗú","fʊ̄ / fʊ́ŋ","fʊ̄ / fʊ́ŋ","ìfì / áfíwʊ̄","ìfì / àfìwú","fá / fɛ́ʔ ~ fɛʔɛ","fá / fɛʔɛ","fó / fɑ́ɦ","fó / fáː","ɪ́fāː / áfàsə́","ɪ́fɛ̂ / áfɛ̂","ɪ̀fɛ̀ / àfɛ̀ː","ɪ̀fɛ̀ / àfɛ̀"
"55","face",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"áfwé / bífwé","áfwé / bífwé","ìsə̌ː / ásə́wó","ìsə̌ː / ásə́wʊ̄","só / sókə́ ~ só / sóbə́","só / sóbɛ́",NULL,NULL,NULL,NULL,NULL,NULL
"56","eye","ɪ́zɪ́hɪ́ / ànzɪ́hɪ́~ńzɪ́hɪ́","ɪ̀zɪ́hɪ́ / ǹzɪ́hɪ́~mʷɪ̀nzɪ́hɪ́","zə́sə́ / àzə́sə́~zə́sə́kə̄","zə́sə́ / kə̀zə́sə́~ázə́sə́","ɪ́dzɪ́hɪ́ / kə̀dʒɪ́hɪ́","ɪ̄dʒísə́~ɪ́dzɪ́hɪ́ / àdʒísə́~kə̀dʒɪ́hɪ́","yɛ́sə́ / kə̀yɛ́sə́~kə̀yɛ́sə́nə̄","yɛ́sə́ / kə̀yɛ̂sə̀nə́","wə́sə̄ / ʒísɛ̄","wə́sə̌ / ʒí","ɥí / dʒí","ɥí / dʒí","sɪ́ʲ / síə́","ɪ́sɘ́ʲ / ə̀sɘ́ʲ ~ síː","yət / yətʃìn","yə́t / ø","ízə̄sə́ / ázə́sə́","ídzə̄sə́~ɪ́zə̄sə́ / ázə́sə́","yɛ́ / yɛ́kə́ ~ yɛ́ / yɛ́","yə́ / yɛ́ːkə́","yɪ́ / yɪ̄kɪ́","yɪ́ / yɪ̄ː kō","ɪ́dzɛ́hɛ́ / ádzɛ́sə́ ~ ádzɛ́hɛ́sə́","ɪ́zɛ́hɛ́ / ázɛ́hɛ́","ɪ̀dzɪ́hɪ́ / àdʒɪ́hɪ́","ɪ́dzɪ́hɪ́ / àdʒɪ́hɪ́"
"57","nose","ɪ̀ɲə́ŋ / ńɲə́ŋmʷɪ̂","ɪ̀ɲə́ŋ / mʷɪ̀nɲə́ŋ~ǹɲə́ŋ","vǘ / vǘlə́kə̄~kə̀vǘlə́","vǘ / kə̀vǘlə́~ávǘlə́","ɪ̀ɲə́ŋ / kə̀ɲə́ŋ NGUN","ɪ̀ɲí / àɲí","wúŋ / kə̀wúŋ~kə́wúŋtə́nə̄","wʊ́ŋ / kə̀wʊ́ŋtə́","wu᷇ː / tə̀wu᷇ː","wū / tə̀wu᷇ː","wúŋ / tə̀wúŋ","wúŋ / tə̀wúŋ","ɥɪ́ / ɥɪ́ə́","ɪ́wə́ʲ / ə̀wə̀ʲ","dʒʊ́ / dʒʊ́ŋ","dʒʊ́ / dʒʊ́ŋ","ɪ̀ɲʊ́ / àɲʊ́","ɪ́ɲǘ / áɲǘwū","wʊ́ŋ / wʊ́ŋkə́ ~ wʊ́ŋ / wʊ́ŋ","wʊ́ŋ / wʊ́ŋkɛ́","wʊ́ŋ / wʊ̄ŋ kɪ́","wʊ́ŋ / wʊ́ːŋ kō","ɪ́ɲí / áɲîsə́","ɪ́ɲí / áɲîː","ɪ̀ɲə́ŋ / àɲə́ŋ","ɪ̀ɲə́ŋ / àɲə́ŋ"
"58","mouth","òfàn / àmfàn~m̀fànmʷɪ̀","ʊ̀fàn / mʷɪ̀ɱfàn","dzɨ́ / kə̀dzɨ́lə́","dzɨ́ / kə̀dzə́lə́","ʊ̀fʷə̀n / kə̀fʷə̀n","ʊ̄fʷə̄n / áfʷə̄n","kə̀zé / bə̀dzə́gkpə́~bə̀dzə́gkpə́nə̄","kə̀zéː / bə̀dzə́kpə́","dʒʲə᷇ː / bə̀dzə́kə̄","dʒʲə́ / bə̀dzə́kə̄","kə́dzôː / bə́dzôː","kə́zôː / bə́zôː","tsə́ʲ / tsə̄","tsə́ɪ́ / ə̀tsə́","ádzé / bídzé","ádzé / bídzé","ʊ̄fān / áfán","ʊ́fân / āfánwō~ɪ́fánə̀","dzák / dzákkə́ ~ dzák/ dzák","zák / zákkɛ́","dzʲɛ́ / dzʲɛ̀ː bɪ́","dzɛ́ / dzó","ʊ́fə̂n / áfə́nə̀sə́","ʊ́fə̂n / áfə̀nə̀~ áfə̂n","ʊ̀fʷɛ̀n / àfʷɛ̀n","ʊ̀fʷə̀n / àfʷə̀n"
"59","ear","kə̀tɔ́ŋó / ɪ̀tɔ́ŋóbî","kə̀tɔ́ŋɔ́ / bìtɔ́ŋɔ́","kə̀tʊ́ŋ / bə̀tʊ́ŋ","kə́tʊ́ŋ / bə́tʊ́ŋ","kə̀tɔ́ŋə́~kə̀tɔ́ŋá / bìtɔ́ŋə́~bìtɔ́ŋá","kə̀tɔ́ŋ / bìtɔ́ŋ","kə̀túŋə́ / bə́túŋə́","kə̀tʊ́ŋə́ / bə́tʊ́ŋmgbə́","túə́~túə́ŋ / bə̀túə́~bə̀túə́ŋ","tʷə́ŋ / bə̀tʷə́ŋ","kə̀túŋ / bə̀túŋ","kə̀túŋ / bə̀tṹ ~ bə̀túŋ","kə̀tʊ᷇ːŋə́ / ʊ́tʊ᷇ːŋə́","kə̀tʊ̂ŋə́ / ʊ̀tʊ̂ŋə́","átʊ́ / bítʊ́","átʰʊ̂ / bítʊ́","kìntʃʊ́ŋ / bìntʃʊ́ŋ","kìntʃʊ́ŋ / bìntʃʊ́ŋbī","tʃɔ́m / tʃɔ́mbə́~tʃɔ́m / tʃɔ́m","tʃɔ́ːn / tʃɔ́mbɛ́","tʃʊ́ŋ / tʃʊ́ŋ~tʃɔ́m","tʃʊ́ŋ / tʃɔ́m","àtɔ́ŋ / bìtɔ́ŋ","átɔ́ŋ / bítɔ́ŋ","kə̀tɔ́ŋə́~àtɔ́ŋə́ / bìtɔ́ŋə́~ɪ̀tɔ́ŋə́","kə̀tɔ́ŋə́ / bìtɔ́ŋə́"
"60","jaw","kə̀ⁿbàŋó / m̀bàŋə́bî~ɪ̀mbàŋə́","kə̀ⁿbàŋó~ⁿbàŋó / bìⁿbàŋó~ⁿbàŋó","kə̀ⁿbàŋ / bə̀ⁿbàŋ","kə̀ⁿbàŋ / bə̀ⁿbàŋ","kə̀jó / bìjó","kə̀jɔ́hɔ̄ / bìjɔ́hɔ̄","kə̀mbàŋ / bə̀mbàŋ","kə̀mbàŋ / bə̀mbàŋ","kə̀ⁿbàŋ / bə̀ⁿbàŋ","kə̀ⁿbàŋ / bə̀ⁿbàŋ","kə̀mbàŋ / bə̀mbàŋ","kə̀mbàŋ / bə̀mbàŋ","bɔ́ŋɪ̀ / bɔ̂ŋsə̀ ~ bɔ̂ŋ","kə̀bɔ̂ŋ / ʊ̀bɔ̂ŋ","kɔ́ / kɔ́t ~kɔ́ŋ","kɔ́ / kɔ́ ~kɔ́ŋ","kìyáhā / bìyáhā","kìyáhá / bìyáhá","mgbàŋ / mgbàŋbə̌ ~ mgbàŋ/mgbàŋ","mgbàŋ / mgbàŋbɛ́","mgbàŋ / mgbàŋ bɪ́","mgbǎŋ / mgbǎːŋ","àyòhó / bíyòːsə́","àyòhò / bìyòhò","ɪ̀jó / àjó","àjúó / ɪ́júó~ájúó"
"61","tooth","ɪ́zán / ānzán","ɪ̀zán / ǹzán~mʷɪ̀nzán","zán / ázáɲ","záɲ / kə̀záːnə́~àzáːnə́~àzáɲ","ɪ̀zə́n / kə̀zə́n","ɪ̀zə́n~ìdzə́n / āzə́n~àdzə́n","yɛ́n / kə̀yɛ́ntə́nə̄","yɛ́n / kə̀yɛ́ntə́","wə᷇n / jɛ́n","wə᷇ːn / jə́n","wɪ́ɲ / dʒéɲ","ɥɪ́ɲ / dʒɪ́ɲ","ìsɔ᷇ːŋ / sɔ̃́ə̃́ ~ sɔ́ŋə́","ɪ̀sɔ᷇ːŋ / ə̄sɔ᷇ːŋ","ágílə̄ / gə́klɪ́","ágídə̄ / bígídə́","ɪ̀zán / àzán","ɪ́zán / ázánnō~ázán","yɛ́n / yɛ́nkə́ ~ yɛ́n / yɛ́n","yɛ́n / yɛ́nkɛ́","yɛ́n / yɛ̄n kɪ́","yɛ́n / yɛ́n kó","ɪ́zə́n / ádzə́nə̀sə́","ɪ́zə́n / ázə́n","ɪ̀zɛ́n / āzɛ́n","ɪ́zɛ́n / ázɛ́n"
"62","tongue","ɪ̀lám / ánlámmʷɪ̂","ɪ̀lám / kìlám~ǹlám","lámə́ / kə̀lámə́","lámə́ / kə̀láːmə́","ɪ̀lám / kə̀lám","ɪ̀lám / ālám","lɪ́m / kə̀lɪ́mtə́","lɪ́m / kə̀lɪ́mtə́","lɪ᷇ːm / tə̀lɪ᷇ːm","lɪ᷇ːm / tə̀lɪ́ːm~tə̀líːmkpə̄","lə́m / tə̀lə́m","lə́m / tə̀lə́m","kə̀nám / ʊ́nʷám","kə̀nə́m / ʊ̀nə́m","lɪ́ / lə́ŋ","lɪ́ / lə́ŋ","ɪ̀lám / àlám","ɪ̀lám / álámnō","lyém / lyémkə́ ~ lyɛ́m / lyɛ́m","lyə́n / lyə́nkə́","lʲə́m / lʲə̄m kɪ́","lʲə́m / lʲə̀ːm ká","ɪ́lám / álámə̀sə́","lám / àlàm","ɪ̀lám / kə̀lám","ɪ̀lám / àlám"
"63","neck",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"áme᷇ː / bíme᷇ː","ámɪ᷇ː / bímɪ᷇ː","ɪ̀kʊ̌ŋ / ákʊ᷇ŋ","ɪ̀kʊ̌ːŋ / ákʊ́ŋō ~ úmá / ɪ́má","kʊ́ŋ / kʊ́ŋyə́ ~ kʊ́ŋ / kʊ́ŋ","màk / màkbə́",NULL,NULL,NULL,NULL,NULL,NULL
"64","belly","àmbɪ́n~ɪ̀bɪ́n/àmbɪ́nmʷɪ̂~àmbɪ́n","m̀bɪ́ ~ ɪ́bɪ́ / mʷɪ̀mbɪ́~m̀bɪ́ː","kʷə́ / àkʷə́","kʷə́~àkʷə́ / ákʷə́~kə̀kʷə́lə́","kə̀jʲá / bìjʲá NGUN ~ kə̀jʲɛ́ / bìjʲɛ́ BIYA","kə̀jʲá / bìjʲá","kʷú / kə́kʷútə́","kʷú / kə̀kʷúːtə́","kʊ̂m / kʊ̂m","kʊ̂m / tə̀ŋkʊ̂m","kʷə́ / bə́kʷə́","kʷə́ / tə̀kʷə́","ʊ̀nɛ̂ː / m̀nɛ̂ː","ʊ̀nɛ̂ː / sə̀nɛ̂ ~ ḿnɛ̂","ʊ́lâp / múnâm","ʊ́lâp / múna᷇ːm","ìbêː / àbêː","ábêː ~ ábêwú","kú / kóyə́","kʷú / kʷúkɛ́n","kʷú / kʷú","kʷú / kʷű","ábɪ́ / ábɪ́lə́","ábé / ábé","àbé / bìbə́~àbé","àbɪ́ / ábɪ́"
"65","throat",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"áŋkɔ́ŋá / bíŋkɔ́ŋá","áŋkɔ́ŋɔ́ / bíŋkɔ́ŋɔ́","ǹdʒà / bàndʒà","ǹdʒà / bàndʒàbʊ́","kʊ́ŋ / kʊ́ŋyə́ ~ kʊ́ŋ / kʊ́ŋ","kʊ̀ŋ / kʊ̀ŋkɛ́",NULL,NULL,NULL,NULL,NULL,NULL
"66","Adam's apple",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","ø / ø","ìkpə́mndʒà / ákpə́mándʒa᷇ː","ǹtsʊ́lə́ / bàntsʊ́lóbʊ́","ndwɛ̀ʔ / ndʒwɛ̂ʔyə̌","ndwɛ̀ʔ / ndʒwɛ̂ʔɛbə́",NULL,NULL,NULL,NULL,NULL,NULL
"67","goitre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"áŋkɔ́ŋá / bíŋkɔ́ŋá","áŋkɔ́ŋɔ́ / bíŋkɔ́ŋɔ́","ø / ø","kɪ̀kwǎ / bìkwǎːbī","ndʒwɛ̀ʔ / ndʒɛ̂ʔyə̌","ø / ø",NULL,NULL,NULL,NULL,NULL,NULL
"68","hair","ófʷɪ́ / ɪ́fʷɪ̂ː","ʊ̄fʷɪ́ / kīfʷɪ́~īfʷɪ́","vúlə́ / kə̀vúlə́","fɔ̂lə̀~fʷò / kə́fɔ̂lə̀~fʷólə́","ʊ̀fʷé~ʊ̀fʷɪ́/ kə̀fʷé","ʊ̀fʷɪ́/ àfʷɪ́","kə́fʊ̂ː / bə́fʊ̂ː","kə̀fʊ̀ː / bə̀fʊ̀ː","fʊ̂ː / tə́fʊ̂ː","fù / bə̀fù","kə́fû / bə́fû","kə́fû / bə́fû","ɪ̀ɲʊ̂ŋ / sə̀ɲʊ̂ŋ","ɪ̀ɲʊ̂ŋ / sə̀ɲʊ̂ŋ","dzʊ̌ / dzʊ́ŋ","dzʊ̌ / dzʊ́ŋ","ʊ́fʊ̂ / áfʊ̂","ʊ́fû / ʊ́fúwū","fôʔ / fôʔbə́","fʊ̂ʔ / fʊ̂ʔkɛ́n","fɒ̀ɦ / fɒ̀ɦ kɪ́","fɒ̀ɦ / fɒ̂ɦ","ʊ̀fí / áfísə́","ʊ̀fí / ɪ́fí","ʊ̀fí / ɪ̀fí~bə̀ʊ̀fí~ìfí","ʊ̀fí / ɪ̀fí"
"69","shoulder",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"àmbɔ̀ɣə́ / bìmbɔ̀ɣə́","àmbɔ̀ɣə́ / bìmbɔ̀ɣə́","kɪ̀mbɪ̀ɲ / ámbɪ̂ɲ","bɪ̀mbɪ̀ŋ~kìmbìŋ / bìmbɪ̀ŋbí","bóʔ / bóʔbə́","bʊ́ʔʊ́ / bʊ́ʔʊ́kə́",NULL,NULL,NULL,NULL,NULL,NULL
"70","chest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kʊ̄ntʊ̄ŋ / kʊ́ntʊ́ŋ","kʊ́ntʊ́ŋ / kʊ́ŋkʊ́ntʊ́ŋ","ŋwòm / àŋwôm","ŋ̀wóm / bàŋwómbʊ́","də̀də̀m / də̀də̀mbə̌","də̀də̀m / də̀də̀mkɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"71","breast","m̀bə́n / àmbə́nmʷɪ̂","ɪ̄bə́n / mʷɪ̀nbə́n","bɪ̂ɲ / ábɪ̂ɲ","bâːnə̀ / kə́bâːnə̀","ɪ̀bʲɛ́n / kə̀bʲɛ́n","ɪ̄bʲɛ́n / àbʲɛ́n","bɛ̂n / kə́bɛ̂ntə́","bèːn / bʲɛ᷇ːn","bínə̄ / tə̀bínə̄","bínə̄ / bʲə́n","ḿⁿbɛ̂ɲ / ø ~ ḿⁿbɛ̂ːɲ","mbɛ̂ɲ / tə́mbɛ̂ɲ","ìɣɛ̌ʲ / ɣéʲ","ɪ̀ɣáɪ́ / ə̀ɣáɪ́","mbêːn / mbêːn","mbêːn / ø","ɪ́bə᷇ːn / ábə᷇ːn","ábə̂n~ɪ́bə́n / ábə̂nwʊ̄~ábə́n","byâːn / byâːnkə̌","byân / byânkɛ̌","bíàn / bìàn kɪ́","bʲàn / bʲân","ɪ́bʲə́n / ábʲə́nə̀sə́","ɪ́bʲɛ́n / ábʲɛ́n","ɪ̀bʲɛ́n / àbʲɛ́n","ɪ́bʲɛ́n / ābʲɛ́n"
"72","rib",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"byə̀ptí / byə́ptí","byə̀ptí / byə́ptɪ́","kyěmbwǎ / byə̌mbwǎ","kìyǎmbwǎ / bìyámbwǎbī","gyɔ̂ / gyɔ̂nyə̌","gyø̀ː / gyø̂ːyɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"73","arm","ǹtʲâ~ǹtʲâjɛ̂ / ǹtʲâbʷɪ̂","ɪ̀tsàːn / kɪ̀tsànnò",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ábán / bíbán","ábán / bíbán","ítsúā / átsúā","ʊ́kə̂n / ākə̂nwū","tsǎːn / tsǎːnyə̌","tsān / tsânyɛ̌n",NULL,NULL,NULL,NULL,NULL,NULL
"74","waist",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ábʊ́t / bíbʊ́t","ábʊ́t / bíbʊ́t","ø / ø","ndzʊ̀ŋhʊ́/bàndzʊ̀ŋhʊ́bʊ̄~","bɛ̀ʔn / bɛ̀ʔnkə́","bɛ̀ʔn / bɛ̀ʔnkə́",NULL,NULL,NULL,NULL,NULL,NULL
"75","navel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"tsɪ̌ːm / tsɪ́ːm","tsɪ̌ːm / ø","ìtsǎːm / kítsámnə̄","ìtsǎːm / átsa᷇ːmīwú","tʃɔ́ːm / tʃɔ̂myə̌","tʃɔ̄ːm / tʃɔ̂myə́",NULL,NULL,NULL,NULL,NULL,NULL
"76","umbilical cord",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"gbə̀t~gbə̀d / gbə̂t","gbə̀t / gbə́t ~ gbə̂t","ø / ø","ø / ø","ǹdzɛ̀ / ndzɛ̂yə̌","ø",NULL,NULL,NULL,NULL,NULL,NULL
"77","elbow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kpōní / kpóŋní","kpōní / kpóŋní","ʊ̀kpà / ákpá","ókpâ~ákpà / ákpáwú","kpʊ́n / kpʊ́nyə́ː","ø",NULL,NULL,NULL,NULL,NULL,NULL
"78","wrist",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə̀blɪ̀ / bʊ̀ŋkə́blɪ́","ŋkə̀blɪ̀ / bʊ̀ŋkə̀blɪ̀","ø / ø","bàndzɔ̀ŋhʊ̃́ / bàndzɔ̀ŋhúmbó","ńtʃôː / tʃôyə̌ː","ø",NULL,NULL,NULL,NULL,NULL,NULL
"79","hand","ōkán / àŋkánmʷɪ̂","ʊ̀kán / mʷɪ̀nkán~ŋ̀kàn","kàɲ / àkàɲ","ákâɲ / kə́kâːnə̀","ʊ̀kán / kə̀kán","ʊ́kán / ákán","tsɪ̀n / kə́tsɪ̂ntə́","tsɪ̀ːn / tsɪ᷇ːn","kālə̀ / kā","kálə̄ / kātɛ᷇ː ~ kā","kɔ̃̂ / ø","tsèɲ / tsêɲ ~ tsèɲ (yá)","kə̀ɣú / ɣúó","kə̀ɣó / ə̀ɣó","ábán / bíbán","ábáŋ / bíbán","ʊ́kə᷇ːn / kíkə̄nnō","ʊ́kə̂n / ákə́nwū","kɛ̂ / kɛ̂yə̌ː","kɛ̂ / kɛ̂yə̌N","tsǎːn / tsàːn yí","kê / kê","ʊ́kɛ́ / ákâsə́","ʊ́kɛ́ / ákɛ́","ʊ̀kán / àkán","ʊ̄kán / ākán"
"80","stomach","kə̀tòm / ɪ̀tòmbî","kə̀tòm / bìtòːm","bàtàlə́ / àbàtàlə́","kə́tʷáːmə̀ / bə́tʷáːmə̀","kə̀ntɔ̀m / bìntɔ̀m","kə̀ntɔ̀m / bìntɔ̀m","kə̀tʊ̀m / bə̀tʊ̀m","kə̀tòm / bə̀tòm","tǿːmə́ / bə̀tø̄ːmə́","tʊ̀ːmə́ / bə̀tʊ̀ːmə́","kə̀ntʊ̀ːmə̀ / bə̀ntʊ̀ːmə̀","kə̀ntɪ̃̀ːkə̀ / bə̀ntɪ̃̀ːkə̀","kə̀to᷇ːm / ùtôːm","kə̀tǒːm / ʊ̀tǒːm","átót / bítót","átót / bító","ʊ́tôm / kítómnə̄","ǹtsʊ́lə́ ~ʊ̀tɔ̀m /bàntsʊ́lóbʊ́ ~bàntɔ̀mbú","tyòm / tyômyə̌","tyòm / tyômKə̄","tʷòm / tʷòm","tɥòm / tʷɥòmbóɦ","ǹtʊ̀m / bìntʊ̀m","àntʊ̀m / bìntʊ̀m","kə̀ⁿtɔ̀m / bìⁿtɔ̀m~ìⁿtɔ̀m","kə̀ⁿtòm / bìⁿtòm"
"81","placenta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"átáɣə̄kíŋwə̂ ~ tsòíŋwə̂ / bítāɣə̄bíbín ~tsóyíbín","átáɣə̄kíŋwə̂ / bítāɣə̄bíŋwə́","ø / ø","ø / ø","bák / bákyə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"82","back (human body)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"dzə̄m / dzə́m","ádzə̄m / bídzə́m","ìzám / ázám","ízám / ázáMú","dzə́m / dzə̀myə́","zə́m / zə̀mKə́",NULL,NULL,NULL,NULL,NULL,NULL
"83","buttock",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ntɔ́ːtdʊ̌ŋnô / bʊ̀ntɔ̄t","ntɔ́ːt / bʊ̀ntɔ̄t","ítí / àtì","íbóhú / ábóhúwú","yʊ́sák / yʊ̂ːsàʔàyə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"84","anus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"àɲə́rə́ / bìɲə́rə́~àŋkʊ̀ntʊ́ŋ / bìŋkʊ̀ntʊ́ŋ","àɲə́rə́ / bìɲə́rə́","ø / ø","ø / ø","yʊ́ / yʊ̄yə́","yʊ́~yʊ̄ / yúːkə́~yʊ́",NULL,NULL,NULL,NULL,NULL,NULL
