"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"776","ant (black, builds a mount on a tree)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"777","k.o ant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"m̀fʊ̌m / bʊ̀mfʊ̌m","mfʊ̌ːm / mfʊ᷇ːm","ŋ̀fə́m / bàŋfə́m","mfə́m / bàmfə́m","m̄fə̄m / m̀fə̄mbə́","mfə̀m / mfə̀mbə́",NULL,NULL,NULL,NULL,NULL,NULL
"778","wine red ant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fìŋkàːmgbə́ / mùŋkàːmgbé","fìŋkàmgbə̌ː / mùŋkàmgběː","fìŋkàràmgbáŋ / mùŋkàràmgbáŋ","ø / ø","ŋkɛ́ / ŋkɛ̄mbə́","ŋkàlàmgbǎŋ / ŋkàlàmgbáŋbə́",NULL,NULL,NULL,NULL,NULL,NULL
"779","k. o ant (yellow)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ákɔ́ŋ / bìkɔ́ŋ","àkɔ́ŋ / bìkɔ́ŋ","kɪ́wɛ᷇ː / bíwɛ᷇ː","kɪ́wɛ᷇ː / bíwɛ᷇ːbí","ta᷇ːn / tāːnbə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"780","ants (black, open thongs)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mbʊ́nʊ́ / mbʊ́ŋnɪ́","mbʊ́nʊ́ / mbʊ́ŋnɪ́","fìmùMàhá / mùmùMàhá","kɪ́wɛ᷇ː / bíwɛ᷇ːbí","kɥǿː / kɥǿːyə́","kàʃǎm~kàʃàm̄ / kàʃàʔmbə́~kàʃàm̄",NULL,NULL,NULL,NULL,NULL,NULL
"781","carpenter bee",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"782","lice",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"783","grasshopper","kə̀ⁿdʒám / ɪ̀ⁿdʒámbî","kə̀ⁿdʒám / bìⁿdʒám","vɥʊ̈̀nə́ / vɥʊ̈́nə́~kə̀vǘnə́","kə̀ⁿgbʊ̀ / bə̀ⁿgbʊ̀","kàkà / bə̀kàkà","kə̀mfã̌ː / bìmfã̌ː ~ kə̀jo᷇ː / bìjo᷇ː","kə̀ⁿgáːmə́ / bə̀ⁿgáːmə́","kə̀ⁿgáːmə́ / bə̀ⁿgáːmə́","ⁿgíŋ / ⁿgíŋⁿgə́lə̀","ⁿgíŋⁿgə́lə̀ / bə̀ⁿgíŋⁿgə́lə̀","kə́tâɲ / bə́ntâɲ","kə́ntâɲ / bə́ntâɲ","kə́tsú / ùtsú","kə́tsʊ᷇~kə́tsʊ́ / sə̀tsʊ᷇ː~ʊ́tsʊ́","dzzə̄ / dzzə̂","ǹdzê / ńdzê","ɪ̀dʒə̀ŋ / kìdʒə́ŋnə̄","ɪ̀dʒə̀ŋ / kìdʒə́ŋnə̄","gyə̀ŋkàː / gyə̀ŋkàːyə́","gìŋkàː~gìŋkà / gìŋkàːbə́~gìŋkà","tʷôm / tʷôm","tʷɥôɦm / tɥòɦmbóɦ","àndʒámə́ / bìndʒámə́","àndʒámə́ / bìndʒámə́~mùndʒámə́","ʊ̀fʷɛ́n~ʊ̀fʲɛ́n~ / kə̀ʊ́fʷɛ́n~àfʲɛ́n","kə̀ⁿfáːm / bìⁿfáːm"
"784","grasshopper (mongwin)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fíndzāŋ / múndzāŋ","fíndzāŋ / múndzāŋ","ǹtòmàntʃúŋ / múntòmàntʃúŋ","fíndʒɔ́ŋɪ́fʊ̀ / mǔndʒɔ́ŋɪ̂fʊ̀","ɲám / ɲámyə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"785","grasshopper (fattest)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ámfə́mfə́ / bímfə́mfə́","ámfə́mfə́ / bímfə́mfə́","kìfàhà / bìfàhà","kìfàhà / bìfàhàbī","mgbə̀mgbɛ̀ / mgbə̀mgbɛ̂bə̌","mgbə́mgbɛ̂ / mgbə́mgbɛ̂bɛ̌n~mgbə́mgbɛ̂",NULL,NULL,NULL,NULL,NULL,NULL
"786","small noise making grasshopper",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"787","cricket","ɪ̀ⁿdʒìndʒàŋ / ɪ̀ⁿdʒíⁿdʒáŋə́kì","ɪ̀ⁿdʒìⁿdʒàŋ / kíⁿdʒíⁿdʒáŋō","dzàŋ / dzâŋ~kə́dzâŋnə̀","dzàŋ / kə́dzâːnə̀","ɪ̀ⁿdʒìndʒàŋ / kə̀ⁿdʒìⁿdʒáŋə̄","ɪ̀ⁿdʒə̀ŋ / kə̀dʒə́ŋə̄","dʒʲɛ̂n~dʒʲɛ̀ŋ / kə́dʒʲɛ̂ntə́~dʒʲɛ᷇ŋ~dʒʲɛ᷇ŋɛ́","dʒʲɛ̂ŋ / kə́dʒʲɛ᷇ːŋtə́","dzə̀ŋ / dzə́ŋkə́","dzə̀ŋkə́ / dzə́ŋkə́","ǹⁿdzə̀ŋə̀ / ńⁿdzə́ŋə̀","ǹ̩zə̀ŋə̀ / ń̩zə́ŋə̀","tsə̄ŋ / sə̀tsə̂ŋ","tsə́ŋ / sə̀tsə᷇ŋ","mbʊ̀mbʊ̌ / bʊ̀mbʊ̀mbʊ̌","mbʊ̀mbʊ̌ / bʊ̀mbʊ̀mbʊ̌","ʊ́dáːlə̄ / ídáːlə̄","kìfàhà / bífáhá","ʃīʃāŋ / ʃīʃâŋyə̌","ø","dzə̀ŋ / dzə́ŋ","dzə̀ŋkə̀ / dzɨ̀ŋkə̀ː","ɪ̀ndʒìndʒàŋ / kìndʒáŋā~kìndʒã́ã́","ʃìndʒàŋ / mʊ̀ndʒǎŋ","ɪ̀dʒìndʒàŋ/kə̀dʒìⁿdʒáŋə̄~àdʒìⁿdʒáŋə̄","ɪ̀dʒɪ̀ⁿdʒàŋ / kə̀dʒìⁿdʒàŋ~àdʒìⁿdʒàŋ"
"788","k. o cricket",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"àŋkâm / bìŋkâm","àŋkǎːm / bìŋkǎːm","ø / ø","ŋgʊ̀ŋgɔ̀hɔ̀ / bàŋgʊ̀ŋgɔ̀hɔ̀bú","ǹtsɔ̀ː / ǹtsɔ̀ːbə̌","ǹtsɔː / ǹtɔ̂bə́",NULL,NULL,NULL,NULL,NULL,NULL
"789","cockroach (house)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"790","cockroach (toilet)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mbʊ́nʊ́ / mbʊ́ŋnɪ́","mbʊ́nʊ́ / mbʊ́ŋnɪ́","ø / ø","ø / ø","ø / ø","ø",NULL,NULL,NULL,NULL,NULL,NULL
"791","spider","ɪ̀dǎː / ɪ́da᷇ːkî","ɪ̀dǎː / kɪ́dáːlō","ⁿkʲáŋə́kʷʊ̌ːkʊ̀ / àⁿkʲáŋə́kʷʊ̌ːkʊ̀","ⁿkâmsə́ / àⁿkâmsə́","ɪ̀dǎː / kə́da᷇ː","ʊ́dâːlə́ / kə́dâːlə́","ʃàŋ~bîːʃǎŋ / kə́ʃâŋtə́~bîːʃǎːŋ","bîːʃǎːŋ / dzɪ̂ːʃǎːŋ","sàŋ / sáŋ","sàŋ / sáŋ","fʲàŋ / fʲâŋ","fʲàŋ / fʲâŋ","kə̀tsàŋə́tfø̀tfø̀ / ùtsàŋə́tfø̀tfø̀","kə̀tsàŋápfə̀pfə̀ / ʊ̀tsàŋápfə̀pfə̀","fìmkpām / mùmkpǎm","fìmkpām / mùmkpǎm","kìtɪ́tɪ̀ːlə́ / bɪ̀tɪ́tɪ̀ːlə́","kɪ̀tə́tìːlə́ / bìtə́tìːlə́","ŋgʊ́ŋgwɛ̂ʔn / ŋgʊ́ŋgwɛ̀ʔnbə́","ŋgʊ́ŋgwɛ̄ʔn / ŋ̀gʊ́ŋgwɛ́ʔn","sìsìáŋ / sìsíáŋ","sìsǎːŋ / sìsáŋ","ʊ́dálə̄ / kídálə̄","ɪ̀dàʃə́ŋ / kìdàʃə́ŋ","kə̀kʷɔ̀bə̀~àkʷɔ̀bə̀/bìkʷɔ̀bə̀~ɪ̀kʷɔ̀bə̀","ʊ̀dâá / ádâá~ɪ́dàâ"
"792","scorpion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"793","tarantula",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"794","locust",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋkwɪ́nɪ́~kwɪ́nɪ́ / bʊ̀ŋkwɪ́nɪ́","ŋkwìnì / bʊ̀ŋkwìnì","ndíːlə́ / bàndíːlə́","bítə́tìlə́bí / bítə́tílə́bíníbí","ǹtʃyāː / ǹtʃyāːbə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"795","wasp (house, black)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"àmbìmbí / bìmbìmbí","àmbìmbí / bìmbìmbí","ø / ø","ŋgòŋgɔ̀hɔ̀ / bàŋgòŋgɔ̀hɔ̀","sɛ̄ʔn / sɛ̄ʔnbə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"796","wasp (bush)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fìntsǎntsɪ́ntsɪ́ / mùntsǎntsɪ́ntsɪ́","fìntsǎntsìntsí / mùntsǎntsìntsí","ø / ø","ø / ø","ø / ø","ø",NULL,NULL,NULL,NULL,NULL,NULL
"797","wasp (brown)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"798","praying mantis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bʊ́g / bʊ́g","mbʊ̌m / búk","kìmánə́ / bìmánə́","kɪ̀mánə́ / bìmánə́","ɠʲáːn gʲāːnyə́","gyāːn~gyán / gyáːnyə́",NULL,NULL,NULL,NULL,NULL,NULL
"799","centipede",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ɲyʊ̈̄ ~ mkpêwɪ́ɲʊ̈̄ / ø","mkpêwɪ́ɲʊ̈̄ / mkpêwʊ́ɲʊ̈́","ʊ̀yìè / kìyìə̀lə̀","ìyɔ́ / ɪ̀yɔ́ːyí~òyìèɪ̀yɔ́ / ɪ̀yìèɪ̀yɔ́","gyə̂ŋyóʔ / gyə̀ŋyòʔ","ø",NULL,NULL,NULL,NULL,NULL,NULL
"800","dragonfly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ɲyʊ̈́tə̀nə́ / ɲyʊ̈̄tānɲə̀yə́","ɲʊ̈̄ / ɲʊ̈́","ìyó / kíyólə̀","ìyɔ̄ː / ɪ̀yɔ́yí ~ ɪ̀yǒː / kɪ̀yòlə̀","yōʔ / yʊ̀ʔyə́","yóʔò~yóʔ / yòʔòʔyə́~yóʔ ",NULL,NULL,NULL,NULL,NULL,NULL
"801","k.o dragonfly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"802","mosquito",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fìmbálàŋ / mʊ̀mbálàŋ","fìmbàlâŋ / mʊ̀mbàlâŋ","fìmbǎːndàŋ~m̀bǎːndàŋ/ bàmbándàŋ","mbáːndàŋ / bàmbáːndàŋbʊ́","kpə́ŋkɛ̀n / kpə́ŋkɛ̀nbə̌","mkpáŋkɛ́n / mkpáŋkɛ́nbə́~mkpáŋkɛ́n",NULL,NULL,NULL,NULL,NULL,NULL
"803","honey juice","ɪ̀jî / ɪ̀jìkì","ɪ̀jî / kìjìlò",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ní / ø","ɲ́ɲɪ́ ~ɲɪ́ / ø","kìndɛ̌ɛ̄ / bìndɛ̌ɛ̄","kɪ̀ndɛ᷇ː / bìndɛ᷇ː","dzɔ̄ː / dzɔ̄ːyə́","zɔ̄l / zɔ̄lyə́",NULL,NULL,NULL,NULL,NULL,NULL
"804","honey bee",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ʃə̄k / ø","ʃə̄k / ø","ø / ø","ɪ́zʊ́ŋ / ɪ́zʊ́ŋíyí","ʃák / ʃākyə̄","ʃák / ʃākyə́~ʃàk",NULL,NULL,NULL,NULL,NULL,NULL
"805","k.o bee",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"806","jigger",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"807","termite","kə̀ⁿdʒíⁿdʒə́ŋ~ⁿdʒíⁿdʒə́ŋ/ ⁿdʒíⁿdʒə́ŋ~bìⁿdʒíⁿdʒə́ŋ","ⁿbʷòɪ̀zàm / bʷìⁿbʷòɪ̀zàm","kə̀ⁿdʒìɲ / bə̀ⁿdʒìɲ","kə́ⁿdʒîn / bə́ⁿdʒîn","fìmkpɛ́ / m̩̀kpɛ́","kə̀dzʊ̂dzǒː / bìdzʊ̂dzǒː","fə̀ⁿgɔ̂ː / mə̀ⁿgɔ̂ː","fə̀ⁿgɔ̂ː / mə̀ⁿgɔ̂ː","dzɘ̌ɣ / dzɘ̌:ɣ","dzə̌ːɣ / dzə́ɣ","ⁿgbʊ̀ ~ ǹtʃɔ̌ː / bə̀ⁿgbʊ̀ ~ bɛ̀ntʃɔ̌ː","gɣə́ / tə̄gɣə́","ɪ̀kə́ʲ / sə̀kə́ʲ","ɪ̀kə́ɪ́~ɪ́kéʲ / sə̀kə́ɪ́~sə̀kéʲ",NULL,NULL,NULL,NULL,NULL,NULL,"ʃə̄ŋgə̄lə̄ / ʃə̄ŋgə̄lə̄","ʃə́ŋŋgə́ / ʃə́ŋŋgə́lə́","ɪ̀zó / bìzólə́","ázó ~ ɪ̀zó / bìzó~ɪ́zó","kə̀kʊ̀kʷɛ́~àkʊ̀kʷɛ́ / bìkʊ̀kʷɛ́","kə̀zʊ̀zó /bìzʊ̀zó"
"808","wingless termite","ʃìŋʃɔ́hɔ́dʒí / mʊ̀nʃɔ́hɔ́dʒí","kə̀ⁿdʒìⁿdʒə́ŋ / bìⁿdʒìⁿdʒə́ŋ","zá / záyə̄","zá / kə́záːlə́","fìmkpɛ́ / m̩̀kpɛ́","fìmkpé / mʊ̀mkpɛ́","fə̀ⁿkxâ / mə̀ⁿkxâ","ʃíkə́ / kə́ʃíkə̄nə̄","gìŋ / bə́gíŋkə̄","sì / sí","ʃí / ʃīyə̂","ʃí / ø","kə̀séséʔè / ʊ̀séséʔè","ɪ̀séséʔē ~ kə́séséʔē / ʊ̀séséʔē",NULL,NULL,NULL,NULL,NULL,NULL,"sʲɛ̄ / sʲɛ̄","sʲɛ́ɦ / sʲɛ́ɦ","ɪ̀dʒə̀bə̀~ɪ̀ʒə̀bə̀ / kìdʒə̀bə̀","ŋ̀kàmzǒ / bìŋkàmzǒ","ⁿkpɛ́ / bìⁿkpɛ́","ⁿkpɛ́ / bɛ̀ⁿkpɛ́"
"809","big termite mount",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"810","termite mount",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"811","cobweb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ásə́k / bísə́k","ásə́k / bísə́k","ø / ø","ø / ø","kwōə̄ / kwōə̄bə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"812","millipede",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"813","soil beetle (edible)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"814","palm grub",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ádʒúlə̄ / bídʒúlə̄","ádʒúrə̄ / bídʒúrə̄","kìdʊ́dʊ̂ː / bìdʊ́dʊ̂ː","kɪ̀ŋkʊ̀nkʊ̀n / bìkʊ̀nkʊ̀n","mə̀mɛ̌ʔ / mə̀mɛ̀ʔbə́~mə̀mɛ̀ʔɛ́bə́","kàtàpílà / kàtàpílàbə̌",NULL,NULL,NULL,NULL,NULL,NULL
"815","bedbug",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"816","beetle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"817","palm beetle (from dead palm)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"818","caterpillar","kə̀də́llō / ɪ́də́lə́bî","kə́dɛ́lō / bídɛ́lō","ⁿgɔ̀ŋⁿgɔ̀ŋ / àⁿgɔ̀ŋⁿgɔ̀ŋ","kə́ⁿtsə́ŋtsə́ŋ / bə́ⁿtsə́ŋtsə́ŋ","kə́dúlə̄ / bìdúlə̄","kə̀dʊ́lə̄ / bìdʊ́lə̄","kə́də́lə́ / bə́də́lə́","dʒèːlə́ / kə̀dʒèːlə́","kə̀mèmê / bə̀mèmê","kə̀mɪ̀mɪ̂ / bə̀mɪ̀mɪ̂","kə̀màmá / bə̀màmá","kə̀màmâ / bə̀màmâ","ŋgɔ̀ŋŋgɔ̀ŋ / sə̀ŋgɔ̀ŋŋgɔ̀ŋ","ŋgɔ̀ŋŋgɔ̀ŋ / sə́ŋgɔ̀ŋŋgɔ̀ŋ",NULL,NULL,NULL,NULL,NULL,NULL,"m̀màmǎ / m̀màmǎ","màmá / màmábóɦ","ɪ̀bìbʲə̀lə́ / kíbíbʲə́lə̄","àdólə̄ / bìdólə̄","kə̀dúlə̄~àdúlə̄ / bìdúlə̄~ɪ̀dúlə̄","kə̀dúlʊ̄ / bìdúlʊ̄"
"819","caterpillar (for crabs)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"820","caterpillar (edible)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"821","caterpillar (variegated)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"822","caterpillar (red, yellow lines)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"823","k.o caterpillar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"824","caterpillar (black, stings)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"825","caterpillar (cylinder sticks)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"826","caterpillar (stings)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ʃyə́ / ø","ʃyə́ / ø","ʊ̀dì~ʊ̀dî / ìdìː","ʊ́di᷇ː ~ ʊ́di᷇ːwū","dìː / dìːwə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"827","k.o fly (slow; painful bite)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ʃyə̄ / ø","ʃyə̄ / ø","fìntʃám / àntʃám","ø / ø","dzɔ̀ʔ / dzɔ̀ʔyə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"828","k.o fly (smart; bite; sucks)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"bólówé ~ bó / ø"," bó / ø","ʊ́bóːlə́ / íbóːlə́","ódi᷇ː~ʊ́di᷇ː / ódíːwū","bwə́ / bwə́lyə́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"829","k.o fly (sucks; compound)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"boːr / ø","bóː / ø","fìmùMàhá / mùmùMàhá","ʊ́bólə́ / ʊ́bólówú","bwə́l / bwə́lbə ́","ø",NULL,NULL,NULL,NULL,NULL,NULL
"830","world",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"831","earth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ndém / ø","ndém / ø","ʊ́yî / íyíː","ʊ̂yîː / ʊ́yīːwū","kyáʔ / kyáʔbə́","kyáʔà / kyáʔàbə́",NULL,NULL,NULL,NULL,NULL,NULL
"832","heaven",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ádɔ́k / bídɔ́k","ádɔ́k ~átsáp / bídɔ́k~bítsáp","ɪ́yólə́ / ɪ̀yòlə̂","ɪ́yʊ́lə̄ / ɪ́yʊ́lə́yí","kyáʔ~dàkyúɛ́ / kyáʔbə́~dàkyùɛ́bə́","dàkkyâʔ~dàkkyâʔà / dàkkyâʔàbə́~dàkkyâʔà",NULL,NULL,NULL,NULL,NULL,NULL
"833","sky","ʊ̀bòlò / ɪ̀bòlòkì","ʊ̀bʷòlò / kìbʷòlò~ʊ̀bʷòlò","kə́bɥó / bə́bɥó","kə́bɥó / bə́bɥó","kə̀bòː / bìbòː","kə̀bɛ̀ʊ́wʊ́ə́ / kə̀bɛ̀ʊ́wʊ́ə́","bòːlə́ / kə̀bòːlə́","bólə́ / kə́bólə́nə́","kʷóm / tə̀kʷóm","kʷóm / kʷóm~tə̀kʷómkə̄","bʊ̀ːwə̀ / tə́bʊ́","bʊ́ / ø","kə́wʊ́lə̄ / ʊ̀wʊ́lə̄","kə̀wúlə̄ / ʊ̀wúlə̄","ákpí / bíkpí","ákpí / bíkpí","fìntʃám / àntʃám","àntʃám / àntʃámmū","ŋkɥɔ́m / ŋkɥɔ́mmə́","ŋkyɔ́ʔm / ŋkyɔ́mmə́~ŋkyɔ́ʔm","bʷē / bʷē","bʷē / bʷéː","ɪ́zə́mə́~ɪ́dzə́mə́ / kízə́mə́~kídzə́mə́","ábó / bíbó","kə̀bɔ̀ː~àbɔ̀ː / bìbɔ̀lə̀~ɪ̀bɔ̀lə̀","kə̀zámə́ / àzámə́~bɛ̀nzàmə́"
"834","sky, heaven",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ǹtʃò~ǹtʃùò / bʊ̀ntʃò","ǹtʃòː / bʊ̀ntʃò","mβoː / bàmβòː","mbʊ́ / bàmbʊ́bú","mbwóːŋ / mbwǒːŋbə́","mbwóŋ~mbwóŋ / mbwóŋ",NULL,NULL,NULL,NULL,NULL,NULL
"835","mud",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","ø / ø","ǹtʊ̀ŋ / bàntʊ̀ŋ","ǹtʊ̀ŋ / bàntʊ̀ŋbú","ŋgì / ŋgìː","ŋ̀kʊ̀ː~ŋkū / ŋkú",NULL,NULL,NULL,NULL,NULL,NULL
