Doculect	Segment	Zscore	Normedcount	SalienceScore
a121mbonge	ɔ̃	-0.13	0	0
a121mbonge	ɔ̃ː	-0.05	0	0
a121mbonge	ɕ	-0.05	0	0
a121mbonge	ɖ	-0.09	0	0
a121mbonge	ɖʐ	-0.08	0	0
a121mbonge	ɗ	-0.24	0	0
a121mbonge	ɘ	-0.06	0	0
a121mbonge	ɘˀ	-0.07	0	0
a121mbonge	ə	-0.3	0	0
a121mbonge	əˀ	-0.08	0	0
a121mbonge	əː	-0.05	0	0
a121mbonge	ə̃	-0.07	0	0
a121mbonge	ɛ	1.03	17	17
a121mbonge	ɛˀ	-0.08	0	0
a121mbonge	ɛː	-0.13	0	0
a121mbonge	ɛ̃	-0.08	0	0
a121mbonge	ɟ	-0.12	0	0
a121mbonge	ɠ	-0.07	0	0
a121mbonge	ɣ	-0.35	0	0
a121mbonge	ɣʷ	-0.05	0	0
a121mbonge	ɤ	-0.06	0	0
a121mbonge	ɥ	-0.14	0	0
a121mbonge	ɦ	-0.05	0	0
a121mbonge	ɨ	-0.17	0	0
a121mbonge	ɨˀ	-0.05	0	0
a121mbonge	ɪ	-0.24	0	0
a121mbonge	ɪː	-0.07	0	0
a121mbonge	ɪ̃	-0.05	0	0
a121mbonge	ɬ	-0.05	0	0
a121mbonge	ɮ	-0.09	0	0
a121mbonge	ɯ	-0.12	0	0
a121mbonge	ɱ	-0.12	0	0
a121mbonge	ɲ	1.23	9	11
a121mbonge	ɲ̩	-0.07	0	0
a121mbonge	ɸ	-0.14	0	0
a121mbonge	ɹ	-0.07	0	0
a121mbonge	ɺ	-0.06	0	0
a121mbonge	ɽ	-0.05	0	0
a121mbonge	ɾ	-0.07	0	0
a121mbonge	ʁ	-0.12	0	0
a121mbonge	ʂ	-0.15	0	0
a121mbonge	ʃ	-0.44	0	0
a121mbonge	ʃʷ	-0.07	0	0
a121mbonge	ʈ	-0.09	0	0
a121mbonge	ʈʂ	-0.07	0	0
a121mbonge	ʈʰ	-0.06	0	0
a121mbonge	ʉ	-0.12	0	0
a121mbonge	ʉː	-0.05	0	0
a121mbonge	ʉ̃	-0.05	0	0
a121mbonge	ʊ	-0.25	0	0
a121mbonge	ʊː	-0.05	0	0
a121mbonge	ʊ̃	-0.07	0	0
a121mbonge	ʌ	-0.14	0	0
a121mbonge	ʌ̃̀	-0.05	0	0
a121mbonge	ʎ	-0.05	0	0
a121mbonge	ʐ	-0.07	0	0
a121mbonge	ʑ	-0.05	0	0
a121mbonge	ʒ	-0.19	0	0
a121mbonge	ʔ	-0.21	0	0
a121mbonge	ʕ	-0.05	0	0
a121mbonge	ʝ	-0.05	0	0
a121mbonge	β	-0.35	0	0
a121mbonge	θ	-0.06	0	0
a121mbonge	χ	-0.05	0	0
a121mbonge	ẽ	-0.07	0	0
a121mbonge	ⱱ	-0.05	0	0
a122bakundu	a	0.65	66	43
a122bakundu	aˀ	-0.13	0	0
a122bakundu	aː	-0.21	0	0
a122bakundu	b	1.8	27	49
a122bakundu	bʰ	-0.05	0	0
a122bakundu	bʱ	-0.05	0	0
a122bakundu	bʲ	-0.07	0	0
a122bakundu	b̪	-0.05	0	0
a122bakundu	c	1.37	4	5
a122bakundu	d	1.76	21	37
a122bakundu	dz	-0.42	0	0
a122bakundu	dʒ	-0.36	0	0
a122bakundu	dʒʲ	-0.05	0	0
a122bakundu	dʰ	-0.06	0	0
a122bakundu	dʲ	-0.14	0	0
a122bakundu	dʷ	-0.07	0	0
a122bakundu	d̪	-0.13	0	0
a122bakundu	e	0.87	31	27
a122bakundu	eˀ	-0.09	0	0
a122bakundu	eː	-0.23	0	0
a122bakundu	f	-0.91	0	0
a122bakundu	fʲ	-0.05	0	0
a122bakundu	g	0.6	13	8
a122bakundu	gʱ	-0.05	0	0
a122bakundu	gʲ	-0.07	0	0
a122bakundu	gʷ	3.45	1	3
a122bakundu	g̊	-0.05	0	0
a122bakundu	h	-0.76	0	0
a122bakundu	hʷ	-0.05	0	0
a122bakundu	i	-0.78	34	-27
a122bakundu	iˀ	-0.11	0	0
a122bakundu	iː	-0.21	0	0
a122bakundu	j	-0.13	10	-1
a122bakundu	k	-0.0	23	0
a122bakundu	kp	-0.05	0	0
a122bakundu	kʰ	-0.1	0	0
a122bakundu	kʲ	-0.07	0	0
a122bakundu	kʷ	2.99	1	3
a122bakundu	kʼ	-0.09	0	0
a122bakundu	l	-0.04	20	-1
a122bakundu	lʰ	-0.05	0	0
a122bakundu	lʲ	-0.34	0	0
a122bakundu	lʷ	-0.08	0	0
a122bakundu	lˀ	-0.05	0	0
a122bakundu	lˠ	-0.05	0	0
a122bakundu	l̪	-0.07	0	0
a122bakundu	lᶣ	-0.05	0	0
a122bakundu	m	-0.73	26	-19
a122bakundu	mʰ	-0.05	0	0
a122bakundu	mː	-0.05	0	0
a122bakundu	m̥	-0.05	0	0
a122bakundu	m̩	-0.1	0	0
a122bakundu	n	-0.87	20	-17
a122bakundu	nʰ	-0.07	0	0
a122bakundu	nʱ	-0.07	0	0
a122bakundu	nʷ	-0.05	0	0
a122bakundu	n̥	-0.05	0	0
a122bakundu	n̩	-0.1	0	0
a122bakundu	n̪	-0.07	0	0
a122bakundu	o	0.8	42	33
a122bakundu	oˀ	-0.11	0	0
a122bakundu	oː	-0.18	0	0
a122bakundu	p	-0.94	1	-1
a122bakundu	pʰ	-0.15	0	0
