# Wordlist

# DATA
ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
1529	1000_pepper	ICNBiya2	m̀fʷàhà / m̀fʷàhà	m ¹ fʷ a ¹ h a ¹	4 8 3 7 8 3 7 8	ATBYTBYT	M6BA6HA6	13	13.M.C 13.6.T 13.B.C 13.A.V 13.6.T 13.H.C 13.A.V 13.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	m¹fʷa¹ha¹	0	3	m ¹ fʷ - a ¹ h a ¹ - - - - -
1530	1000_pepper	NNBBuu3	tô / bə̀tô	t o ⁵ ¹	1 7 8 8	AXTT	TU66	37	37.T.C 37.U.V 37.6.T 37.6.T	1.6 3.0 1.0 1.0	to⁵¹	0	9	- - - t o ⁵ ¹
1531	1000_pepper	MNJBuu4	to᷇ː / bə̀to᷇ː	t oː ⁵ ³	1 7 8 8	AXTT	TU66	27	27.T.C 27.U.V 27.6.T 27.6.T	1.6 3.0 1.0 1.0	toː⁵³	0	9	- - - t oː ⁵ ³
1532	1000_pepper	KEMBuu1	tô / bə̀tô	t o ⁵ ¹	1 7 8 8	AXTT	TU66	20	20.T.C 20.U.V 20.6.T 20.6.T	1.6 3.0 1.0 1.0	to⁵¹	0	9	- - - t o ⁵ ¹
1533	1000_pepper	KCYBuu2	tô / bə̀tô	t o ⁵ ¹	1 7 8 8	AXTT	TU66	17	17.T.C 17.U.V 17.6.T 17.6.T	1.6 3.0 1.0 1.0	to⁵¹	0	9	- - - t o ⁵ ¹
1534	1000_pepper	KHKFang12	ⁿtɔ́tɔ̀ / bə̀ⁿtɔ́tɔ̀	n t ɔ ⁵ t ɔ ¹	4 1 7 8 1 7 8	ACYTBYT	NTU6TU6	22	22.N.C 22.T.C 22.U.V 22.6.T 22.T.C 22.U.V 22.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	ntɔ⁵tɔ¹	0	4	n t ɔ - ⁵ t ɔ ¹ - - - - - - -
1535	1000_pepper	DPNFang13	ⁿtótò / bə̀ⁿtótò	n t o ⁵ t o ¹	4 1 7 8 1 7 8	ACYTBYT	NTU6TU6	10	10.N.C 10.T.C 10.U.V 10.6.T 10.T.C 10.U.V 10.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	nto⁵to¹	0	4	n t o - ⁵ t o ¹ - - - - - - -
1536	1000_pepper	KDVFang1	ntə́tə̀ / bə̀ntə́tə̀	n t ə ⁵ t ə ¹	4 1 7 8 1 7 8	ACYTBYT	NTE6TE6	19	19.N.C 19.T.C 19.E.V 19.6.T 19.T.C 19.E.V 19.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	ntə⁵tə¹	0	4	n t ə - ⁵ t ə ¹ - - - - - - -
1537	1000_pepper	KJSFang2	ǹtɔ́tɔ̀/bə̀ntɔ́tɔ̀	n ¹ t ɔ ⁵ t ɔ ¹	4 8 1 7 8 1 7 8	ATBYTBYT	N6TU6TU6	23	23.N.C 23.6.T 23.T.C 23.U.V 23.6.T 23.T.C 23.U.V 23.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	n¹tɔ⁵tɔ¹	0	4	- - - n ¹ t ɔ ⁵ - - - t ɔ ¹ -
1538	1000_pepper	JGYKoshin3	ǹtô / bə̀ntô	n ¹ t o ⁵ ¹	4 8 1 7 8 8	ATBYTT	N6TU66	14	14.N.C 14.6.T 14.T.C 14.U.V 14.6.T 14.6.T	1.6 1.0 1.3 3.0 1.0 1.0	n¹to⁵¹	0	9	n ¹ - t o ⁵ ¹
1539	1000_pepper	TELKoshin4	ǹtô / bə̀ntô	n ¹ t o ⁵ ¹	4 8 1 7 8 8	ATBYTT	N6TU66	41	41.N.C 41.6.T 41.T.C 41.U.V 41.6.T 41.6.T	1.6 1.0 1.3 3.0 1.0 1.0	n¹to⁵¹	0	9	n ¹ - t o ⁵ ¹
1540	1000_pepper	DPJKoshin1	ntô  /  bə̀ntô	n t o ⁵ ¹	4 1 7 8 8	ACYTT	NTU66	9	9.N.C 9.T.C 9.U.V 9.6.T 9.6.T	1.6 1.2 3.0 1.0 1.0	nto⁵¹	0	9	- - n t o ⁵ ¹
1541	1000_pepper	MRYKoshin2	ntô /  bə̀ntô	n t o ⁵ ¹	4 1 7 8 8	ACYTT	NTU66	28	28.N.C 28.T.C 28.U.V 28.6.T 28.6.T	1.6 1.2 3.0 1.0 1.0	nto⁵¹	0	9	- - n t o ⁵ ¹
1542	1000_pepper	KCSKung3	kə̄mgbāŋ /ʊ́mgbáŋ	k ə ³ m gb a ³ ŋ	1 7 8 4 1 7 8 4	AXTMBYTN	KE6MKA6N	16	16.K.C 16.E.V 16.6.T 16.M.c 16.K.C 16.A.V 16.6.T 16.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə³mgba³ŋ	0	6	k ə ³ m gb a ³ ŋ
1543	1000_pepper	NJSKung4	kə́mgbáŋ /ʊ́mgbáŋ	k ə ⁵ m gb a ⁵ ŋ	1 7 8 4 1 7 8 4	AXTMBYTN	KE6MKA6N	34	34.K.C 34.E.V 34.6.T 34.M.c 34.K.C 34.A.V 34.6.T 34.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə⁵mgba⁵ŋ	0	6	k ə ⁵ m gb a ⁵ ŋ
1544	1000_pepper	ZKGKung1	kə̀mgbáŋ~kə̀mgbāŋ/ʊ̀mgbáŋ~ʊ̀mgbāŋ	k ə ³ m gb a ⁵ ŋ	1 7 8 4 1 7 8 4	AXTMBYTN	KE6MKA6N	44	44.K.C 44.E.V 44.6.T 44.M.c 44.K.C 44.A.V 44.6.T 44.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə³mgba⁵ŋ	0	6	k ə ³ m gb a ⁵ ŋ
1545	1000_pepper	BNMKung2	kə́mgbáŋ / ʊ́mgbáŋ	k ə ⁵ m gb a ⁵ ŋ	1 7 8 4 1 7 8 4	AXTMBYTN	KE6MKA6N	6	6.K.C 6.E.V 6.6.T 6.M.c 6.K.C 6.A.V 6.6.T 6.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə⁵mgba⁵ŋ	0	6	k ə ⁵ m gb a ⁵ ŋ
1546	1000_pepper	NMNMundabli3	tɔ́tɔ̀ / tɔ́tɔ̀bɪ́	t ɔ ⁵ t ɔ ¹	1 7 8 1 7 8	AXTBYT	TU6TU6	36	36.T.C 36.U.V 36.6.T 36.T.C 36.U.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɔ⁵tɔ¹	0	4	- t ɔ - ⁵ t ɔ ¹ - - - - - - -
1547	1000_pepper	CENMundabli2	ǹtɒ́tɒ̀ / ǹtɒ́tɒ̀	n ¹ t ɒ ⁵ t ɒ ¹	4 8 1 7 8 1 7 8	ATBYTBYT	N6TO6TO6	7	7.N.C 7.6.T 7.T.C 7.O.V 7.6.T 7.T.C 7.O.V 7.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	n¹tɒ⁵tɒ¹	0	4	- - - n ¹ t ɒ ⁵ - - - t ɒ ¹ -
1548	1000_pepper	LFNMundabli1	tɔ́tɔ̀lɛ̌ː ~ tɔ́tɔ̀ / tɔ́tɔ̀lɛ̄bó ~ tɔ́tɔ̀	t ɔ ⁵ t ɔ ¹ l ɛː ¹ ⁵	1 7 8 1 7 8 5 7 8 8	AXTBYTBYTT	TU6TU6LE66	25	25.T.C 25.U.V 25.6.T 25.T.C 25.U.V 25.6.T 25.L.C 25.E.V 25.6.T 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.0	tɔ⁵tɔ¹lɛː¹⁵	0	4	- t ɔ - ⁵ t ɔ ¹ - - - l ɛː ¹ ⁵
1549	1000_pepper	NINMundabli4	tɔ́tɔ̀ ~tɔ́tɔ̀lɛ̌ː / tɔ́tɔ̀bó ~tɔ́tɔ̀bə̀lɛ̄bó	t ɔ ⁵ t ɔ ¹	1 7 8 1 7 8	AXTBYT	TU6TU6	33	33.T.C 33.U.V 33.6.T 33.T.C 33.U.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɔ⁵tɔ¹	0	4	- t ɔ - ⁵ t ɔ ¹ - - - - - - -
1550	1000_pepper	NGTMunken3	m̀fàhà / ḿfáhá	m ¹ f a ¹ h a ¹	4 8 3 7 8 3 7 8	ATBYTBYT	M6BA6HA6	32	32.M.C 32.6.T 32.B.C 32.A.V 32.6.T 32.H.C 32.A.V 32.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	m¹fa¹ha¹	0	3	m ¹ f - a ¹ h a ¹ - - - - -
1551	1000_pepper	NUNMunken4	ɱ̀fáhálʲǒ / bə̀fʷáhá	ɱ ¹ f a ⁵ h a ⁵ l j o ¹ ⁵	4 8 3 7 8 3 7 8 5 6 7 8 8	ATBYTBYTBCYTT	M6BA6HA6LJU66	38	38.M.C 38.6.T 38.B.C 38.A.V 38.6.T 38.H.C 38.A.V 38.6.T 38.L.C 38.J.C 38.U.V 38.6.T 38.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 1.2 3.0 1.0 1.0	ɱ¹fa⁵ha⁵ljo¹⁵	0	3	ɱ ¹ f - a ⁵ h a ⁵ l j o ¹ ⁵
1552	1000_pepper	NEAMunken1	m̀fwàʊ̀lɥə̀lə́ / bə̀mfwa᷇ːbə́lɥə́lə́	m ¹ f w a ¹ ʊ ¹ l ɥ ə ¹ l ə ⁵	4 8 3 6 7 8 7 8 5 6 7 8 5 7 8	ATBCYTYTBCYTBYT	M6BWA6Y6LJE6LE6	30	30.M.C 30.6.T 30.B.C 30.W.C 30.A.V 30.6.T 30.Y.V 30.6.T 30.L.C 30.J.C 30.E.V 30.6.T 30.L.C 30.E.V 30.6.T	1.6 1.0 1.3 1.2 3.0 1.0 3.0 1.0 1.3 1.2 3.0 1.0 1.3 3.0 1.0	m¹fwa¹ʊ¹lɥə¹lə⁵	0	30	m ¹ f w a ¹ - - - ʊ ¹ l ɥ ə ¹ l ə ⁵
1553	1000_pepper	TNTMunken2	m̀fwàsə̀ʊ̀lyòlə́ / bə̀nmfwásə́bə̀lyólə́~	m ¹ f w a ¹ s ə ¹ ʊ ¹ l j o ¹ l ə ⁵	4 8 3 6 7 8 3 7 8 7 8 5 6 7 8 5 7 8	ATBCYTBYTYTBCYTBYT	M6BWA6SE6Y6LJU6LE6	42	42.M.C 42.6.T 42.B.C 42.W.C 42.A.V 42.6.T 42.S.C 42.E.V 42.6.T 42.Y.V 42.6.T 42.L.C 42.J.C 42.U.V 42.6.T 42.L.C 42.E.V 42.6.T	1.6 1.0 1.3 1.2 3.0 1.0 1.3 3.0 1.0 3.0 1.0 1.3 1.2 3.0 1.0 1.3 3.0 1.0	m¹fwa¹sə¹ʊ¹ljo¹lə⁵	0	30	m ¹ f w a ¹ s ə ¹ ʊ ¹ l j o ¹ l ə ⁵
1554	1000_pepper	MCANgun3	ǹtó~ⁿfʷáhá / ⁿfʷáhá	n ¹ t o ⁵	4 8 1 7 8	ATBYT	N6TU6	26	26.N.C 26.6.T 26.T.C 26.U.V 26.6.T	1.6 1.0 1.3 3.0 1.0	n¹to⁵	0	9	n ¹ - t o ⁵ -
1555	1000_pepper	KBMNgun4	ⁿfʷáhá / bɛ̀ⁿfʷáhá	n fʷ a ⁵ h a ⁵	4 3 7 8 3 7 8	ACYTBYT	NBA6HA6	15	15.N.C 15.B.C 15.A.V 15.6.T 15.H.C 15.A.V 15.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	nfʷa⁵ha⁵	0	3	- - n fʷ a ⁵ h a ⁵ - - - - -
1556	1000_pepper	WCANgun1	m̀fwáhá / bɛ̀mfwáhá	m ¹ f w a ⁵ h a ⁵	4 8 3 6 7 8 3 7 8	ATBCYTBYT	M6BWA6HA6	43	43.M.C 43.6.T 43.B.C 43.W.C 43.A.V 43.6.T 43.H.C 43.A.V 43.6.T	1.6 1.0 1.3 1.2 3.0 1.0 1.3 3.0 1.0	m¹fwa⁵ha⁵	0	3	m ¹ f w a ⁵ h a ⁵ - - - - -
1557	1000_pepper	AOMNgun2	m̀fwáhá / bɛ̀mfwáhá	m ¹ f w a ⁵ h a ⁵	4 8 3 6 7 8 3 7 8	ATBCYTBYT	M6BWA6HA6	3	3.M.C 3.6.T 3.B.C 3.W.C 3.A.V 3.6.T 3.H.C 3.A.V 3.6.T	1.6 1.0 1.3 1.2 3.0 1.0 1.3 3.0 1.0	m¹fwa⁵ha⁵	0	3	m ¹ f w a ⁵ h a ⁵ - - - - -
1558	1000_pepper	APBMumfu1	tótʊ̀bə́lɛ́ː / tótʊ̀bə̀lɛ̄ːbə́	t o ⁵ t ʊ ¹ b ə ⁵ l ɛː ⁵	1 7 8 1 7 8 1 7 8 5 7 8	AXTBYTBYTBYT	TU6TY6PE6LE6	4	4.T.C 4.U.V 4.6.T 4.T.C 4.Y.V 4.6.T 4.P.C 4.E.V 4.6.T 4.L.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	to⁵tʊ¹bə⁵lɛː⁵	0	4	- t o - ⁵ t ʊ ¹ b ə ⁵ l ɛː ⁵ -
1559	1000_pepper	DNMMumfu2	tótò / tótòbə́~tótò	t o ⁵ t o ¹	1 7 8 1 7 8	AXTBYT	TU6TU6	8	8.T.C 8.U.V 8.6.T 8.T.C 8.U.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	to⁵to¹	0	4	- t o - ⁵ t o ¹ - - - - - - -
1560	1000_pepper	BKBMashi2	fìnsʊ̌n / mùnsʊ̌n	f i ¹ n s ʊ ¹ ⁵ n	3 7 8 4 3 7 8 8 4	AXTMBYTTN	BI6NSY66N	5	5.B.C 5.I.V 5.6.T 5.N.c 5.S.C 5.Y.V 5.6.T 5.6.T 5.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.0 0.5	fi¹nsʊ¹⁵n	0	5	f i ¹ n s ʊ ¹ ⁵ n - -
1561	1000_pepper	KFKMashi1	fìnsʊ́nʊ́ / mùnsʊ́nʊ́	f i ¹ n s ʊ ⁵ n ʊ ⁵	3 7 8 4 3 7 8 4 7 8	AXTMBYTBYT	BI6NSY6NY6	21	21.B.C 21.I.V 21.6.T 21.N.c 21.S.C 21.Y.V 21.6.T 21.N.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	fi¹nsʊ⁵nʊ⁵	0	5	f i ¹ n s ʊ ⁵ - n ʊ ⁵
1562	1000_pepper	ABSMissong1	ʊ̀tútòː / bàtútòː	ʊ ¹ t u ¹ t oː ¹	7 8 1 7 8 1 7 8	XTBYTBYT	Y6TY6TU6	1	1.Y.V 1.6.T 1.T.C 1.Y.V 1.6.T 1.T.C 1.U.V 1.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ʊ¹tu¹toː¹	0	4	- - ʊ - ¹ t u ¹ - - - t oː ¹ -
1563	1000_pepper	AGAMissong2	ʊ́tʊ́tʊ̀ / bàtʊ́tʊ́	ʊ ⁵ t ʊ ⁵ t ʊ ¹	7 8 1 7 8 1 7 8	XTBYTBYT	Y6TY6TY6	2	2.Y.V 2.6.T 2.T.C 2.Y.V 2.6.T 2.T.C 2.Y.V 2.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ʊ⁵tʊ⁵tʊ¹	0	4	- - ʊ - ⁵ t ʊ ⁵ - - - t ʊ ¹ -
#
124	1003_person	NVBAbar7	ònò~ʊ̀nʊ̀ / ána᷇ː	o ¹ n o ¹	7 8 4 7 8	XTBYT	U6NU6	39	39.U.V 39.6.T 39.N.C 39.U.V 39.6.T	3.0 1.0 1.3 3.0 1.0	o¹no¹	0	39	o ¹ n o ¹ - - -
125	1003_person	ECLAbar8	ʊ̀nò / bʷɪ̀na᷇ː	ʊ ¹ n o ¹	7 8 4 7 8	XTBYT	Y6NU6	11	11.Y.V 11.6.T 11.N.C 11.U.V 11.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹no¹	0	39	ʊ ¹ n o ¹ - - -
126	1003_person	NMAAbar1	ʊ̀nʊ̀ / bə́na᷇ː	ʊ ¹ n ʊ ¹	7 8 4 7 8	XTBYT	Y6NY6	35	35.Y.V 35.6.T 35.N.C 35.Y.V 35.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹nʊ¹	0	39	ʊ ¹ n ʊ ¹ - - -
127	1003_person	NACAbar2	ʊ̀nò / bə́na᷇ː	ʊ ¹ n o ¹	7 8 4 7 8	XTBYT	Y6NU6	29	29.Y.V 29.6.T 29.N.C 29.U.V 29.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹no¹	0	39	ʊ ¹ n o ¹ - - -
128	1003_person	NEMAjumbu9	ŋʊ̀ / ánɪ̂~ánîbə̄	ŋ ʊ ¹	4 7 8	AXT	NY6	31	31.N.C 31.Y.V 31.6.T	1.6 3.0 1.0	ŋʊ¹	0	39	- - ŋ ʊ ¹ - - -
129	1003_person	NVIAjumbu1	ŋʊ̀ / ánɪ̀	ŋ ʊ ¹	4 7 8	AXT	NY6	40	40.N.C 40.Y.V 40.6.T	1.6 3.0 1.0	ŋʊ¹	0	39	- - ŋ ʊ ¹ - - -
130	1003_person	KMNAjumbu2	ŋʊ̀ / ánɪ̂	ŋ ʊ ¹	4 7 8	AXT	NY6	24	24.N.C 24.Y.V 24.6.T	1.6 3.0 1.0	ŋʊ¹	0	39	- - ŋ ʊ ¹ - - -
131	1003_person	KDCAjumbu10	ŋʊ̀ / ànè	ŋ ʊ ¹	4 7 8	AXT	NY6	18	18.N.C 18.Y.V 18.6.T	1.6 3.0 1.0	ŋʊ¹	0	39	- - ŋ ʊ ¹ - - -
132	1003_person	ENBBiya1	ʊ̀nʊ̀ / bə̀nô	ʊ ¹ n ʊ ¹	7 8 4 7 8	XTBYT	Y6NY6	12	12.Y.V 12.6.T 12.N.C 12.Y.V 12.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹nʊ¹	0	39	ʊ ¹ n ʊ ¹ - - -
133	1003_person	ICNBiya2	ʊ̀nə̀~ʊ̀nò / bə̀nø̂	ʊ ¹ n ə ¹	7 8 4 7 8	XTBYT	Y6NE6	13	13.Y.V 13.6.T 13.N.C 13.E.V 13.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹nə¹	0	39	ʊ ¹ n ə ¹ - - -
134	1003_person	NNBBuu3	mgbɪ̀ / mbɪ́lə́	m gb ɪ ¹	4 1 7 8	ACYT	MKI6	37	37.M.C 37.K.C 37.I.V 37.6.T	1.6 1.2 3.0 1.0	mgbɪ¹	0	46	m gb ɪ ¹
135	1003_person	MNJBuu4	mgbɪ̀ː / mbɪ᷇ːlə́	m gb ɪ ¹	4 1 7 8	ACYT	MKI6	27	27.M.C 27.K.C 27.I.V 27.6.T	1.6 1.2 3.0 1.0	mgbɪ¹	0	46	m gb ɪ ¹
136	1003_person	KEMBuu1	mgbɪ̀ / mbɪ̀ːlə̀	m gb ɪ ¹	4 1 7 8	ACYT	MKI6	20	20.M.C 20.K.C 20.I.V 20.6.T	1.6 1.2 3.0 1.0	mgbɪ¹	0	46	m gb ɪ ¹
137	1003_person	KCYBuu2	mgbɪ̀ / mbɪ́ːlə́	m gb ɪ ¹	4 1 7 8	ACYT	MKI6	17	17.M.C 17.K.C 17.I.V 17.6.T	1.6 1.2 3.0 1.0	mgbɪ¹	0	46	m gb ɪ ¹
138	1003_person	KHKFang12	ŋmə̀ / ŋmɪ̀m	ŋm ə ¹	4 7 8	AXT	NE6	22	22.N.C 22.E.V 22.6.T	1.6 3.0 1.0	ŋmə¹	0	39	- - ŋm ə ¹ - - -
139	1003_person	DPNFang13	ŋmə̀~ŋmə̀tə̀ / ŋmɪ᷇ːm	ŋm ə ¹	4 7 8	AXT	NE6	10	10.N.C 10.E.V 10.6.T	1.6 3.0 1.0	ŋmə¹	0	39	- - ŋm ə ¹ - - -
140	1003_person	JGYKoshin3	mùèɲ ~ mwèɲ / bə́nî	m o ¹ e ¹ ɲ	4 7 8 7 8 4	AXTYTN	MU6E6N	14	14.M.C 14.U.V 14.6.T 14.E.V 14.6.T 14.N.c	1.6 3.0 1.0 3.0 1.0 0.5	mo¹e¹ɲ	0	36	m - o ¹ - e ¹ - ɲ
141	1003_person	TELKoshin4	mɥɪ̀ɲ / bə́nî	m ɥ ɪ ¹ ɲ	4 6 7 8 4	ACXTN	MJI6N	41	41.M.C 41.J.C 41.I.V 41.6.T 41.N.c	1.6 1.2 3.0 1.0 0.5	mɥɪ¹ɲ	0	36	m ɥ ɪ ¹ - - - - ɲ
142	1003_person	DPJKoshin1	mʷə̀n  /  bə̀nɪ̀	mʷ ə ¹ n	4 7 8 4	AXTN	ME6N	9	9.M.C 9.E.V 9.6.T 9.N.c	1.6 3.0 1.0 0.5	mʷə¹n	0	36	mʷ - ə ¹ - - - - n
143	1003_person	MRYKoshin2	mwɪ̀n  /  bə̀nɪ̀	m w ɪ ¹ n	4 6 7 8 4	ACXTN	MWI6N	28	28.M.C 28.W.C 28.I.V 28.6.T 28.N.c	1.6 1.2 3.0 1.0 0.5	mwɪ¹n	0	36	m w ɪ ¹ - - - - n
144	1003_person	KCSKung3	wùò / àɣʲə᷇ː	w o ¹ o ¹	6 7 8 7 8	AXTYT	WU6U6	16	16.W.C 16.U.V 16.6.T 16.U.V 16.6.T	1.6 3.0 1.0 3.0 1.0	wo¹o¹	0	35	w o ¹ o ¹
145	1003_person	NJSKung4	wʊ̀ə̀ / ɣʲə᷇ː	w ʊ ¹ ə ¹	6 7 8 7 8	AXTYT	WY6E6	34	34.W.C 34.Y.V 34.6.T 34.E.V 34.6.T	1.6 3.0 1.0 3.0 1.0	wʊ¹ə¹	0	35	w ʊ ¹ ə ¹
146	1003_person	ZKGKung1	wùò / ə́ɣyə᷇	w o ¹ o ¹	6 7 8 7 8	AXTYT	WU6U6	44	44.W.C 44.U.V 44.6.T 44.U.V 44.6.T	1.6 3.0 1.0 3.0 1.0	wo¹o¹	0	35	w o ¹ o ¹
147	1003_person	BNMKung2	wʊ̀ə̀ / ə́ɣɨ᷇ː	w ʊ ¹ ə ¹	6 7 8 7 8	AXTYT	WY6E6	6	6.W.C 6.Y.V 6.6.T 6.E.V 6.6.T	1.6 3.0 1.0 3.0 1.0	wʊ¹ə¹	0	35	w ʊ ¹ ə ¹
148	1003_person	NMNMundabli3	mò / ḿbɛ̂ː	m o ¹	4 7 8	AXT	MU6	36	36.M.C 36.U.V 36.6.T	1.6 3.0 1.0	mo¹	0	36	m - o ¹ - - - - -
149	1003_person	CENMundabli2	mò / mbɛ̂ː	m o ¹	4 7 8	AXT	MU6	7	7.M.C 7.U.V 7.6.T	1.6 3.0 1.0	mo¹	0	36	m - o ¹ - - - - -
150	1003_person	LFNMundabli1	mɔ̀wɔ́ / mbɛ̀ːbó	m ɔ ¹ w ɔ ⁵	4 7 8 6 7 8	AXTBYT	MU6WU6	25	25.M.C 25.U.V 25.6.T 25.W.C 25.U.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mɔ¹wɔ⁵	0	36	m - ɔ ¹ w ɔ ⁵ - -
151	1003_person	NINMundabli4	mò / mbɛːbɛ́n	m o ¹	4 7 8	AXT	MU6	33	33.M.C 33.U.V 33.6.T	1.6 3.0 1.0	mo¹	0	36	m - o ¹ - - - - -
152	1003_person	NGTMunken3	ʊ̀nɛ̀ / bə̀nɛ̂	ʊ ¹ n ɛ ¹	7 8 4 7 8	XTBYT	Y6NE6	32	32.Y.V 32.6.T 32.N.C 32.E.V 32.6.T	3.0 1.0 1.3 3.0 1.0	ʊ¹nɛ¹	0	39	ʊ ¹ n ɛ ¹ - - -
