ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
12836	name	NUNMunken4	ɪ́yám / ɪ́yámə́~àyàmə̀	ɪ.⁵/ɪ j a.⁵/a m	7 6 7 4	XBYN	IJAM	47	47.I.V 47.J.C 47.A.V 47.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪja.⁵/am	1	2521	ɪ.⁵/ɪ - j a.⁵/a - m
12837	name	NEAMunken1	ɪ́yám / áyám	ɪ.⁵/ɪ j a.⁵/a m	7 6 7 4	XBYN	IJAM	35	35.I.V 35.J.C 35.A.V 35.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪja.⁵/am	1	2521	ɪ.⁵/ɪ - j a.⁵/a - m
12838	name	TNTMunken2	ìyám / àyám	i.¹/i j a.⁵/a m	7 6 7 4	XBYN	IJAM	51	51.I.V 51.J.C 51.A.V 51.M.c	1.5 1.75 1.3 0.8	i.¹/ija.⁵/am	0	2521	i.¹/i - j a.⁵/a - m
12839	name	MCANgun3	ɪ̀jà / bìjà~àjà	ɪ.¹/ɪ j a.¹/a	7 6 7	XBZ	IJA	27	27.I.V 27.J.C 27.A.V	1.5 1.75 0.8	ɪ.¹/ɪja.¹/a	0	2521	ɪ.¹/ɪ - j a.¹/a - -
12840	name	KBMNgun4	ɪ̀jà / àjà	ɪ.¹/ɪ j a.¹/a	7 6 7	XBZ	IJA	16	16.I.V 16.J.C 16.A.V	1.5 1.75 0.8	ɪ.¹/ɪja.¹/a	0	2521	ɪ.¹/ɪ - j a.¹/a - -
12841	name	WCANgun1	ɪ́yâː / kə̀yɑ̀rə̀ ~ íyá / áyá	ɪ.⁵/ɪ j aː.⁵¹/aː	7 6 7	XBZ	IJA	52	52.I.V 52.J.C 52.A.V	1.5 1.75 0.8	ɪ.⁵/ɪjaː.⁵¹/aː	0	2521	ɪ.⁵/ɪ - j aː.⁵¹/aː - -
12842	name	AOMNgun2	ɪ̀yìà / àyìà	ɪ.¹/ɪ j i.¹/i a.¹/a	7 6 7 7	XBYZ	IJIA	3	3.I.V 3.J.C 3.I.V 3.A.V	1.5 1.75 1.3 0.8	ɪ.¹/ɪji.¹/ia.¹/a	0	2521	ɪ.¹/ɪ - j i.¹/i a.¹/a -
12843	name	APBMumfu1	mán / mán~mánbə̌	m a.⁵/a n	4 7 4	AXN	MAN	4	4.M.C 4.A.V 4.N.c	2.0 1.5 0.8	ma.⁵/an	0	2519	m a.⁵/a n
12844	name	DNMMumfu2	mám / mámɛ́n	m a.⁵/a m	4 7 4	AXN	MAM	9	9.M.C 9.A.V 9.M.c	2.0 1.5 0.8	ma.⁵/am	0	2519	m a.⁵/a m
12845	name	BKBMashi2	yē / yéŋ	j e.³/e	6 7	AX	JE	6	6.J.C 6.E.V	2.0 1.5	je.³/e	0	2521	- - j e.³/e - -
12846	name	KFKMashi1	yìé / yɛ́ŋ ~ yə́ŋ	j i.¹/i e.⁵/e	6 7 7	AXZ	JIE	22	22.J.C 22.I.V 22.E.V	2.0 1.5 0.8	ji.¹/ie.⁵/e	0	2521	- - j i.¹/i e.⁵/e -
12847	name	ABSMissong1	ìyʲɛ̀ / áyʲɛ̂	i.¹/i j j ɛ.¹/ɛ	7 6 6 7	XMBZ	IJJE	1	1.I.V 1.J.c 1.J.C 1.E.V	1.5 1.1 1.75 0.8	i.¹/ijjɛ.¹/ɛ	0	2521	i.¹/i j j ɛ.¹/ɛ - -
12848	name	AGAMissong2	ɪ́yíɛ̀ / áyíɛ́wū	ɪ.⁵/ɪ j i.⁵/i ɛ.¹/ɛ	7 6 7 7	XBYZ	IJIE	2	2.I.V 2.J.C 2.I.V 2.E.V	1.5 1.75 1.3 0.8	ɪ.⁵/ɪji.⁵/iɛ.¹/ɛ	0	2521	ɪ.⁵/ɪ - j i.⁵/i ɛ.¹/ɛ -
14963	name	NCCMumfu4	mán / mán	m a.⁵/a n	4 7 4	AXN	MAN	32	32.M.C 32.A.V 32.N.c	2.0 1.5 0.8	ma.⁵/an	0	2519	m a.⁵/a n
14964	name	MEAMumfu3	mám / máːm	m a.⁵/a m	4 7 4	AXN	MAM	28	28.M.C 28.A.V 28.M.c	2.0 1.5 0.8	ma.⁵/am	0	2519	m a.⁵/a m
15415	name	NMSMissong4	ɪ́jʲɛ̂ː / ájʲɛ᷇ː	ɪ.⁵/ɪ j j ɛː.⁵¹/ɛː	7 6 6 7	XMBZ	IJJE	44	44.I.V 44.J.c 44.J.C 44.E.V	1.5 1.1 1.75 0.8	ɪ.⁵/ɪjjɛː.⁵¹/ɛː	0	2521	ɪ.⁵/ɪ j j ɛː.⁵¹/ɛː - -
15416	name	NDNMissong5	ɪ́jʲɛ᷇ː / ájʲɛ᷇ː	ɪ.⁵/ɪ j j ɛː.⁵³/ɛː	7 6 6 7	XMBZ	IJJE	34	34.I.V 34.J.c 34.J.C 34.E.V	1.5 1.1 1.75 0.8	ɪ.⁵/ɪjjɛː.⁵³/ɛː	0	2521	ɪ.⁵/ɪ j j ɛː.⁵³/ɛː - -
15865	name	BAAMashi4	jʲé / jʲénū	j j e.⁵/e	6 6 7	ACZ	JJE	5	5.J.C 5.J.C 5.E.V	2.0 1.5 0.8	jje.⁵/e	0	2521	- j j e.⁵/e - -
15866	name	NCMMashi5	jét / jɪ́ŋ	j e.⁵/e t	6 7 1	AXN	JET	33	33.J.C 33.E.V 33.T.c	2.0 1.5 0.8	je.⁵/et	0	2521	- - j e.⁵/e - t
17124	name	NFKBiya7	ɪ́jám / ájámə́	ɪ.⁵/ɪ j a.⁵/a m	7 6 7 4	XBYN	IJAM	37	37.I.V 37.J.C 37.A.V 37.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪja.⁵/am	1	2521	ɪ.⁵/ɪ - j a.⁵/a - m
17125	name	FBCBiya8	ɪ́jám / ájám	ɪ.⁵/ɪ j a.⁵/a m	7 6 7 4	XBYN	IJAM	13	13.I.V 13.J.C 13.A.V 13.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪja.⁵/am	1	2521	ɪ.⁵/ɪ - j a.⁵/a - m
17126	name	ENBBiya1	íyám / áyám	i.⁵/i j a.⁵/a m	7 6 7 4	XBYN	IJAM	12	12.I.V 12.J.C 12.A.V 12.M.c	1.5 1.75 1.3 0.8	i.⁵/ija.⁵/am	0	2521	i.⁵/i - j a.⁵/a - m
17127	name	ICNBiya2	ɪ̀yǎːm / bə̀yǎːm	ɪ.¹/ɪ j aː.¹⁵/aː m	7 6 7 4	XBYN	IJAM	14	14.I.V 14.J.C 14.A.V 14.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪjaː.¹⁵/aːm	0	2521	ɪ.¹/ɪ - j aː.¹⁵/aː - m
18068	name	NSFBiya5	ɪ̀jà / bìjà~kə̀jà	ɪ.¹/ɪ j a.¹/a	7 6 7	XBZ	IJA	46	46.I.V 46.J.C 46.A.V	1.5 1.75 0.8	ɪ.¹/ɪja.¹/a	0	2521	ɪ.¹/ɪ - j a.¹/a - -
18069	name	NJNBiya6	íjám / ájám	i.⁵/i j a.⁵/a m	7 6 7 4	XBYN	IJAM	40	40.I.V 40.J.C 40.A.V 40.M.c	1.5 1.75 1.3 0.8	i.⁵/ija.⁵/am	0	2521	i.⁵/i - j a.⁵/a - m
1562	navel	NMAAbar1	ɪ̀tsǎm / mwɨ́ntsa᷇ːm	ɪ.¹/ɪ ts a.¹⁵/a m	7 2 7 4	XBYN	ICAM	42	42.I.V 42.C.C 42.A.V 42.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtsa.¹⁵/am	0	2546	ɪ.¹/ɪ ts - a.¹⁵/a m -
1563	navel	NACAbar2	ɪ̀tsáːm / mə̀ntsámō	ɪ.¹/ɪ ts aː.⁵/aː m	7 2 7 4	XBYN	ICAM	31	31.I.V 31.C.C 31.A.V 31.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtsaː.⁵/aːm	0	2546	ɪ.¹/ɪ ts - aː.⁵/aː m -
1564	navel	NVIAjumbu1	tsàmə́ / kə̀tsám~tsámə́	ts a.³/a m ə.⁵/ə	2 7 4 7	AXBZ	CAME	49	49.C.C 49.A.V 49.M.C 49.E.V	2.0 1.5 1.75 0.8	tsa.³/amə.⁵/ə	0	2546	- ts - a.³/a m ə.⁵/ə
1565	navel	KMNAjumbu2	tsàmə́ / kə̀tsámə́	ts a.³/a m ə.⁵/ə	2 7 4 7	AXBZ	CAME	25	25.C.C 25.A.V 25.M.C 25.E.V	2.0 1.5 1.75 0.8	tsa.³/amə.⁵/ə	0	2546	- ts - a.³/a m ə.⁵/ə
1566	navel	KEMBuu1	tʃǐm / kə̀tʃímtə́	tʃ i.¹⁵/i m	1 7 4	AXN	TIM	21	21.T.C 21.I.V 21.M.c	2.0 1.5 0.8	tʃi.¹⁵/im	0	2546	- tʃ - i.¹⁵/i m -
1567	navel	KCYBuu2	tʃɪ̌ːm / kə̀tʃɪ́mtə́	tʃ ɪː.¹⁵/ɪː m	1 7 4	AXN	TIM	18	18.T.C 18.I.V 18.M.c	2.0 1.5 0.8	tʃɪː.¹⁵/ɪːm	0	2546	- tʃ - ɪː.¹⁵/ɪː m -
1568	navel	KDVFang1	tʃyə̌m / tʃyə́m	tʃ j ə.¹⁵/ə m	1 6 7 4	ACXN	TJEM	20	20.T.C 20.J.C 20.E.V 20.M.c	2.0 1.5 1.5 0.8	tʃjə.¹⁵/əm	0	2546	- tʃ j ə.¹⁵/ə m -
1569	navel	KJSFang2	tʃyə̌m / tʃyə́m	tʃ j ə.¹⁵/ə m	1 6 7 4	ACXN	TJEM	24	24.T.C 24.J.C 24.E.V 24.M.c	2.0 1.5 1.5 0.8	tʃjə.¹⁵/əm	0	2546	- tʃ j ə.¹⁵/ə m -
1570	navel	MRYKoshin2	tʰūmə́ /  zʊ̂	tʰ u.³/u m ə.⁵/ə	1 7 4 7	AXBZ	TYME	30	30.T.C 30.Y.V 30.M.C 30.E.V	2.0 1.5 1.75 0.8	tʰu.³/umə.⁵/ə	0	2546	- tʰ - u.³/u m ə.⁵/ə
1571	navel	ZKGKung1	tɔ́ŋ / sə́tɔ᷇ːŋ~sə́tɔ́ŋɔ̄	t ɔ.⁵/ɔ ŋ	1 7 4	AXN	TUN	53	53.T.C 53.U.V 53.N.c	2.0 1.5 0.8	tɔ.⁵/ɔŋ	0	2540	- t ɔ.⁵/ɔ ŋ
1572	navel	BNMKung2	ɪ́tɔ᷇ːŋ / sə́tɔ᷇ːŋ	ɪ.⁵/ɪ t ɔː.⁵³/ɔː ŋ	7 1 7 4	XBYN	ITUN	7	7.I.V 7.T.C 7.U.V 7.N.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪtɔː.⁵³/ɔːŋ	0	2540	ɪ.⁵/ɪ t ɔː.⁵³/ɔː ŋ
1573	navel	LFNMundabli1	swǒm / swòmbó	s w o.¹⁵/o m	3 6 7 4	ACXN	SWUM	26	26.S.C 26.W.C 26.U.V 26.M.c	2.0 1.5 1.5 0.8	swo.¹⁵/om	0	2551	s w o.¹⁵/o m
1574	navel	NINMundabli4	swǒm / swómyɛ́n	s w o.¹⁵/o m	3 6 7 4	ACXN	SWUM	39	39.S.C 39.W.C 39.U.V 39.M.c	2.0 1.5 1.5 0.8	swo.¹⁵/om	0	2551	s w o.¹⁵/o m
1575	navel	NEAMunken1	ɪ̀tsám / átsám~kɪ́tsámə́	ɪ.¹/ɪ ts a.⁵/a m	7 2 7 4	XBYN	ICAM	35	35.I.V 35.C.C 35.A.V 35.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtsa.⁵/am	0	2546	ɪ.¹/ɪ ts - a.⁵/a m -
1576	navel	TNTMunken2	ɪ̀tsâm / kɪ̀tsámə́	ɪ.¹/ɪ ts a.⁵¹/a m	7 2 7 4	XBYN	ICAM	51	51.I.V 51.C.C 51.A.V 51.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtsa.⁵¹/am	0	2546	ɪ.¹/ɪ ts - a.⁵¹/a m -
1577	navel	WCANgun1	ɪ̀tsâm / kə̀tsâːm ~ kə̀tsàmə́	ɪ.¹/ɪ ts a.⁵¹/a m	7 2 7 4	XBYN	ICAM	52	52.I.V 52.C.C 52.A.V 52.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtsa.⁵¹/am	0	2546	ɪ.¹/ɪ ts - a.⁵¹/a m -
1578	navel	AOMNgun2	ɪ̀tsâm~ɪ̀tsa᷇ːm / kə́tsâːm~kə̀tsámə́	ɪ.¹/ɪ ts a.⁵¹/a m	7 2 7 4	XBYN	ICAM	3	3.I.V 3.C.C 3.A.V 3.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtsa.⁵¹/am	0	2546	ɪ.¹/ɪ ts - a.⁵¹/a m -
1579	navel	APBMumfu1	tʃɔ́ːm / tʃɔ̂myə̌	tʃ ɔː.⁵/ɔː m	1 7 4	AXN	TUM	4	4.T.C 4.U.V 4.M.c	2.0 1.5 0.8	tʃɔː.⁵/ɔːm	0	2546	- tʃ - ɔː.⁵/ɔː m -
1580	navel	DNMMumfu2	tʃɔ̄ːm / tʃɔ̂myə́	tʃ ɔː.³/ɔː m	1 7 4	AXN	TUM	9	9.T.C 9.U.V 9.M.c	2.0 1.5 0.8	tʃɔː.³/ɔːm	0	2546	- tʃ - ɔː.³/ɔː m -
1581	navel	BKBMashi2	tsɪ̌ːm / ø	ts ɪː.¹⁵/ɪː m	2 7 4	AXN	CIM	6	6.C.C 6.I.V 6.M.c	2.0 1.5 0.8	tsɪː.¹⁵/ɪːm	0	2546	- ts - ɪː.¹⁵/ɪː m -
1582	navel	KFKMashi1	tsɪ̌ːm / tsɪ́ːm	ts ɪː.¹⁵/ɪː m	2 7 4	AXN	CIM	22	22.C.C 22.I.V 22.M.c	2.0 1.5 0.8	tsɪː.¹⁵/ɪːm	0	2546	- ts - ɪː.¹⁵/ɪː m -
1583	navel	ABSMissong1	ìtsǎːm / kítsámnə̄	i.¹/i ts aː.¹⁵/aː m	7 2 7 4	XBYN	ICAM	1	1.I.V 1.C.C 1.A.V 1.M.c	1.5 1.75 1.3 0.8	i.¹/itsaː.¹⁵/aːm	0	2546	i.¹/i ts - aː.¹⁵/aː m -
1584	navel	AGAMissong2	ìtsǎːm / átsa᷇ːmīwú	i.¹/i ts aː.¹⁵/aː m	7 2 7 4	XBYN	ICAM	2	2.I.V 2.C.C 2.A.V 2.M.c	1.5 1.75 1.3 0.8	i.¹/itsaː.¹⁵/aːm	0	2546	i.¹/i ts - aː.¹⁵/aː m -
17130	navel	NFKBiya7	ɪ̀tʃám / àtʃám	ɪ.¹/ɪ tʃ a.⁵/a m	7 1 7 4	XBYN	ITAM	37	37.I.V 37.T.C 37.A.V 37.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtʃa.⁵/am	0	2546	ɪ.¹/ɪ tʃ - a.⁵/a m -
17131	navel	FBCBiya8	ɪ̀tʃám / kə̀tʃámnə̄~àtʃám	ɪ.¹/ɪ tʃ a.⁵/a m	7 1 7 4	XBYN	ITAM	13	13.I.V 13.T.C 13.A.V 13.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪtʃa.⁵/am	0	2546	ɪ.¹/ɪ tʃ - a.⁵/a m -
17132	navel	ENBBiya1	ìtʃám / átʃám	i.¹/i tʃ a.⁵/a m	7 1 7 4	XBYN	ITAM	12	12.I.V 12.T.C 12.A.V 12.M.c	1.5 1.75 1.3 0.8	i.¹/itʃa.⁵/am	0	2546	i.¹/i tʃ - a.⁵/a m -
17133	navel	ICNBiya2	ɪ́tʃa᷇ːm / bìtʃa᷇ːm	ɪ.⁵/ɪ tʃ aː.⁵³/aː m	7 1 7 4	XBYN	ITAM	14	14.I.V 14.T.C 14.A.V 14.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪtʃaː.⁵³/aːm	0	2546	ɪ.⁵/ɪ tʃ - aː.⁵³/aː m -
1263	neck	NMAAbar1	ɪ̀kʊ̌ŋ / mwɪ̀ŋkʊ᷇ŋ	ɪ.¹/ɪ k ʊ.¹⁵/ʊ ŋ	7 1 7 4	XBYN	IKYN	42	42.I.V 42.K.C 42.Y.V 42.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪkʊ.¹⁵/ʊŋ	0	2552	- ɪ.¹/ɪ k ʊ.¹⁵/ʊ ŋ
1264	neck	NACAbar2	ʊ́mó / mə̀mó	ʊ.⁵/ʊ m o.⁵/o	7 4 7	XBZ	YMU	31	31.Y.V 31.M.C 31.U.V	1.5 1.75 0.8	ʊ.⁵/ʊmo.⁵/o	0	2554	- ʊ.⁵/ʊ m - o.⁵/o -
1265	neck	NVIAjumbu1	ntʃɔ̀ / bə̀ntʃɔ̀~ntʃɔ̀ / àntʃɔ̀	n tʃ ɔ.¹/ɔ	4 1 7	ACZ	NTU	49	49.N.C 49.T.C 49.U.V	2.0 1.5 0.8	ntʃɔ.¹/ɔ	0	2567	n tʃ ɔ.¹/ɔ
1266	neck	KMNAjumbu2	ntʃò / bə̀ntʃò	n tʃ o.¹/o	4 1 7	ACZ	NTU	25	25.N.C 25.T.C 25.U.V	2.0 1.5 0.8	ntʃo.¹/o	0	2567	n tʃ o.¹/o
1267	neck	KEMBuu1	kə̌ŋ / kə̀kə́ŋtə́	k ə.¹⁵/ə ŋ	1 7 4	AXN	KEN	21	21.K.C 21.E.V 21.N.c	2.0 1.5 0.8	kə.¹⁵/əŋ	0	2552	- - k ə.¹⁵/ə ŋ
1268	neck	KCYBuu2	kə̌ŋ / kə̀kə́ŋtə́	k ə.¹⁵/ə ŋ	1 7 4	AXN	KEN	18	18.K.C 18.E.V 18.N.c	2.0 1.5 0.8	kə.¹⁵/əŋ	0	2552	- - k ə.¹⁵/ə ŋ
1269	neck	KDVFang1	tsə̀ŋ / ntsə́ŋ	ts ə.¹/ə ŋ	2 7 4	AXN	CEN	20	20.C.C 20.E.V 20.N.c	2.0 1.5 0.8	tsə.¹/əŋ	0	2552	- - ts ə.¹/ə ŋ
1270	neck	KJSFang2	tsə̄ŋ / bə̀ntsə́ŋ	ts ə.³/ə ŋ	2 7 4	AXN	CEN	24	24.C.C 24.E.V 24.N.c	2.0 1.5 0.8	tsə.³/əŋ	0	2552	- - ts ə.³/ə ŋ
1271	neck	MRYKoshin2	kə́mə̂ / bə́ɲʲə̄	k ə.⁵/ə m ə.⁵¹/ə	1 7 4 7	AXBZ	KEME	30	30.K.C 30.E.V 30.M.C 30.E.V	2.0 1.5 1.75 0.8	kə.⁵/əmə.⁵¹/ə	0	2554	k ə.⁵/ə m - ə.⁵¹/ə -
1272	neck	ZKGKung1	ɪ̀mêʲ / sə̀mêʲ	ɪ.³/ɪ m e.⁵¹/e j	7 4 7 6	XBYN	IMEJ	53	53.I.V 53.M.C 53.E.V 53.J.c	1.5 1.75 1.3 0.8	ɪ.³/ɪme.⁵¹/ej	0	2554	- ɪ.³/ɪ m - e.⁵¹/e j
1273	neck	BNMKung2	ʊ̀mêː / sə̀mêː	ʊ.³/ʊ m eː.⁵¹/eː	7 4 7	XBZ	YME	7	7.Y.V 7.M.C 7.E.V	1.5 1.75 0.8	ʊ.³/ʊmeː.⁵¹/eː	0	2554	- ʊ.³/ʊ m - eː.⁵¹/eː -
1274	neck	LFNMundabli1	mœ̂ / mœ̄bó	m œ.⁵¹/œ	4 7	AX	MU	26	26.M.C 26.U.V	2.0 1.5	mœ.⁵¹/œ	0	2554	- - m - œ.⁵¹/œ -
1275	neck	NINMundabli4	ŋkʊ̌ŋ ~mɒ̄h / ŋkʊŋyə́ ~mɒ̄h	ŋ k ʊ.¹⁵/ʊ ŋ	4 1 7 4	ACYN	NKYN	39	39.N.C 39.K.C 39.Y.V 39.N.c	2.0 1.5 1.3 0.8	ŋkʊ.¹⁵/ʊŋ	1	2552	ŋ - k ʊ.¹⁵/ʊ ŋ
1276	neck	NEAMunken1	ʊ́mɔ́ŋ / ámɔ́ŋ ~ kɪ́mɔ́ŋə́	ʊ.⁵/ʊ m ɔ.⁵/ɔ ŋ	7 4 7 4	XBYN	YMUN	35	35.Y.V 35.M.C 35.U.V 35.N.c	1.5 1.75 1.3 0.8	ʊ.⁵/ʊmɔ.⁵/ɔŋ	0	2554	- ʊ.⁵/ʊ m - ɔ.⁵/ɔ ŋ
1277	neck	TNTMunken2	ʊ̀mɔ́ŋ / àmɔ́ŋ	ʊ.³/ʊ m ɔ.⁵/ɔ ŋ	7 4 7 4	XBYN	YMUN	51	51.Y.V 51.M.C 51.U.V 51.N.c	1.5 1.75 1.3 0.8	ʊ.³/ʊmɔ.⁵/ɔŋ	0	2554	- ʊ.³/ʊ m - ɔ.⁵/ɔ ŋ
1278	neck	WCANgun1	ɪ́móː ~ ʊ́mó / àmóː ~kə́móː	ɪ.⁵/ɪ m oː.⁵/oː	7 4 7	XBZ	IMU	52	52.I.V 52.M.C 52.U.V	1.5 1.75 0.8	ɪ.⁵/ɪmoː.⁵/oː	0	2554	- ɪ.⁵/ɪ m - oː.⁵/oː -
1279	neck	AOMNgun2	ʊ̀mwó / kə̀mwóyɛ́ ~kə̀mwó	ʊ.³/ʊ m w o.⁵/o	7 4 6 7	XBCZ	YMWU	3	3.Y.V 3.M.C 3.W.C 3.U.V	1.5 1.75 1.5 0.8	ʊ.³/ʊmwo.⁵/o	0	2554	- ʊ.³/ʊ m w o.⁵/o -
1280	neck	APBMumfu1	kʊ́ŋ / kʊ́ŋyə́ ~ kʊ́ŋ / kʊ́ŋ	k ʊ.⁵/ʊ ŋ	1 7 4	AXN	KYN	4	4.K.C 4.Y.V 4.N.c	2.0 1.5 0.8	kʊ.⁵/ʊŋ	0	2552	- - k ʊ.⁵/ʊ ŋ
1281	neck	DNMMumfu2	màk / màkbə́	m a.¹/a k	4 7 1	AXN	MAK	9	9.M.C 9.A.V 9.K.c	2.0 1.5 0.8	ma.¹/ak	0	2554	- - m - a.¹/a k
1282	neck	BKBMashi2	ámɪ᷇ː / bímɪ᷇ː	a.⁵/a m ɪː.⁵³/ɪː	7 4 7	XBZ	AMI	6	6.A.V 6.M.C 6.I.V	1.5 1.75 0.8	a.⁵/amɪː.⁵³/ɪː	0	2554	- a.⁵/a m - ɪː.⁵³/ɪː -
1283	neck	KFKMashi1	áme᷇ː / bíme᷇ː	a.⁵/a m eː.⁵³/eː	7 4 7	XBZ	AME	22	22.A.V 22.M.C 22.E.V	1.5 1.75 0.8	a.⁵/ameː.⁵³/eː	0	2554	- a.⁵/a m - eː.⁵³/eː -
1284	neck	ABSMissong1	ɪ̀kʊ̌ŋ / ákʊ᷇ŋ	ɪ.¹/ɪ k ʊ.¹⁵/ʊ ŋ	7 1 7 4	XBYN	IKYN	1	1.I.V 1.K.C 1.Y.V 1.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪkʊ.¹⁵/ʊŋ	0	2552	- ɪ.¹/ɪ k ʊ.¹⁵/ʊ ŋ
1285	neck	AGAMissong2	ɪ̀kʊ̌ːŋ / ákʊ́ŋō ~ úmá / ɪ́má	ɪ.¹/ɪ k ʊː.¹⁵/ʊː ŋ	7 1 7 4	XBYN	IKYN	2	2.I.V 2.K.C 2.Y.V 2.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪkʊː.¹⁵/ʊːŋ	0	2552	- ɪ.¹/ɪ k ʊː.¹⁵/ʊː ŋ
17134	neck	NFKBiya7	ʊ̀má / àmá	ʊ.³/ʊ m a.⁵/a	7 4 7	XBZ	YMA	37	37.Y.V 37.M.C 37.A.V	1.5 1.75 0.8	ʊ.³/ʊma.⁵/a	0	2554	- ʊ.³/ʊ m - a.⁵/a -
17135	neck	FBCBiya8	ʊ̀má / àmá	ʊ.³/ʊ m a.⁵/a	7 4 7	XBZ	YMA	13	13.Y.V 13.M.C 13.A.V	1.5 1.75 0.8	ʊ.³/ʊma.⁵/a	0	2554	- ʊ.³/ʊ m - a.⁵/a -
17136	neck	ENBBiya1	ʊ́mák / ámák	ʊ.⁵/ʊ m a.⁵/a k	7 4 7 1	XBYN	YMAK	12	12.Y.V 12.M.C 12.A.V 12.K.c	1.5 1.75 1.3 0.8	ʊ.⁵/ʊma.⁵/ak	0	2554	- ʊ.⁵/ʊ m - a.⁵/a k
17137	neck	ICNBiya2	kə́mák~kə̀máɣá / bʊ́mák~bʊ̀máɣá	k ə.⁵/ə m a.⁵/a k	1 7 4 7 1	AXBYN	KEMAK	14	14.K.C 14.E.V 14.M.C 14.A.V 14.K.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/əma.⁵/ak	0	2554	k ə.⁵/ə m - a.⁵/a k
1020	nose	NVBAbar7	ɪ̀ɲə́ŋ / ńɲə́ŋmʷɪ̂	ɪ.¹/ɪ ɲ ə.⁵/ə ŋ	7 4 7 4	XBYN	INEN	48	48.I.V 48.N.C 48.E.V 48.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪɲə.⁵/əŋ	0	2568	ɪ.¹/ɪ ɲ ə.⁵/ə ŋ
1021	nose	ECLAbar8	ɪ̀ɲə́ŋ / mʷɪ̀nɲə́ŋ~ǹɲə́ŋ	ɪ.¹/ɪ ɲ ə.⁵/ə ŋ	7 4 7 4	XBYN	INEN	11	11.I.V 11.N.C 11.E.V 11.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪɲə.⁵/əŋ	0	2568	ɪ.¹/ɪ ɲ ə.⁵/ə ŋ
1022	nose	NMAAbar1	ɪ́ɲə́ŋ / mwə̀ɲə́ŋ	ɪ.⁵/ɪ ɲ ə.⁵/ə ŋ	7 4 7 4	XBYN	INEN	42	42.I.V 42.N.C 42.E.V 42.N.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪɲə.⁵/əŋ	0	2568	ɪ.⁵/ɪ ɲ ə.⁵/ə ŋ
1023	nose	NACAbar2	ɪ̀ɲə́ŋ~ɪ́ɲə́ɲ / mə̀nɲə́ŋ	ɪ.¹/ɪ ɲ ə.⁵/ə ŋ	7 4 7 4	XBYN	INEN	31	31.I.V 31.N.C 31.E.V 31.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪɲə.⁵/əŋ	0	2568	ɪ.¹/ɪ ɲ ə.⁵/ə ŋ
1024	nose	NEMAjumbu9	vǘ / vǘlə́kə̄~kə̀vǘlə́	v uʱ.⁵/uʱ	3 7	AX	BY	36	36.B.C 36.Y.V	2.0 1.5	vuʱ.⁵/uʱ	0	2571	v uʱ.⁵/uʱ - - -
1025	nose	NVIAjumbu1	vǘ / bə̀vǘ, vǘ / kə̀vúlə́	v uʱ.⁵/uʱ	3 7	AX	BY	49	49.B.C 49.Y.V	2.0 1.5	vuʱ.⁵/uʱ	0	2571	v uʱ.⁵/uʱ - - -
1026	nose	KMNAjumbu2	vʷǘ / kə̀vʷülə́~vǘlə́	vʷ uʱ.⁵/uʱ	3 7	AX	BY	25	25.B.C 25.Y.V	2.0 1.5	vʷuʱ.⁵/uʱ	0	2571	vʷ uʱ.⁵/uʱ - - -
1027	nose	KDCAjumbu10	vǘ / kə̀vǘlə́~ávǘlə́	v uʱ.⁵/uʱ	3 7	AX	BY	19	19.B.C 19.Y.V	2.0 1.5	vuʱ.⁵/uʱ	0	2571	v uʱ.⁵/uʱ - - -
1028	nose	NNBBuu3	wúŋ / kə̀wúŋ~kə́wúŋtə́nə̄	w u.¹/u ŋ	6 7 4	AXN	WYN	45	45.W.C 45.Y.V 45.N.c	2.0 1.5 0.8	wu.¹/uŋ	0	2571	w u.¹/u ŋ - -
